name,index,start,end
p_stand,10,681.9960000000001,687.1260000000001
t_turn,19,687.1260000000001,688.405
a_walk,4,688.4119999999999,691.248
p_stand,10,691.2710000000001,693.957
a_walk,4,693.9910000000001,695.2860000000001
p_stand,10,695.2919999999999,697.824
a_walk,4,697.824,701.5189999999999
a_descend,1,701.5189999999999,703.633
a_walk,4,703.643,706.692
p_stand,10,706.716,706.814
t_turn,19,706.814,709.814
a_walk,4,709.825,712.3810000000001
t_bend,11,712.3810000000001,712.946
t_turn,19,712.946,713.257
p_stand,10,713.257,713.8960000000001
t_turn,19,713.8960000000001,715.273
t_turn,19,715.28,716.7230000000001
t_turn,19,716.762,717.711
p_stand,10,717.711,722.248
t_turn,19,722.2769999999999,723.9989999999999
a_walk,4,723.9989999999999,726.196
t_turn,19,726.203,726.9639999999999
p_stand,10,726.9639999999999,727.827
t_bend,11,727.827,728.888
p_bent,5,728.888,729.857
t_straighten,18,729.857,730.806
p_stand,10,730.806,732.285
t_bend,11,732.285,733.928
p_bent,5,733.9889999999999,735.188
t_straighten,18,735.188,736.4939999999999
a_walk,4,736.4989999999999,737.7130000000001
p_stand,10,737.7130000000001,737.9739999999999
t_turn,19,737.9739999999999,738.576
a_walk,4,738.586,740.352
a_walk,4,740.367,741.8
t_turn,19,741.8,742.045
p_stand,10,742.045,744.83
t_turn,19,744.83,746.075
p_stand,10,746.11,748.192
p_stand,10,748.23,750.158
t_turn,19,750.169,750.954
t_turn,19,750.9739999999999,752.9639999999999
a_walk,4,752.9639999999999,755.9760000000001
p_stand,10,755.9760000000001,756.221
t_turn,19,756.221,757.0169999999999
p_stand,10,757.0169999999999,757.3689999999999
a_walk,4,757.3689999999999,759.8939999999999
p_stand,10,759.8939999999999,760.322
t_turn,19,760.322,760.817
p_stand,10,760.817,765.113
t_turn,19,765.113,765.715
a_walk,4,765.715,766.2769999999999
p_stand,10,766.2769999999999,767.96
t_turn,19,767.97,768.6439999999999
a_walk,4,768.659,770.2560000000001
p_stand,10,770.2560000000001,770.8430000000001
t_bend,11,770.8430000000001,771.582
p_bent,5,771.582,772.96
t_straighten,18,772.96,773.8989999999999
p_stand,10,773.904,775.077
t_turn,19,775.077,775.71
p_stand,10,775.712,776.635
a_walk,4,776.635,780.36
p_stand,10,780.37,782.6039999999999
t_turn,19,782.6039999999999,783.8589999999999
a_walk,4,783.8589999999999,786.5010000000001
p_stand,10,786.5010000000001,787.7
t_bend,11,787.7,788.572
p_bent,5,788.572,791.613
t_straighten,18,791.618,792.1080000000001
p_stand,10,792.113,795.5980000000001
a_walk,4,795.5980000000001,798.5260000000001
t_turn,19,798.5260000000001,799.455
p_stand,10,799.465,802.102
t_turn,19,802.107,802.6419999999999
t_bend,11,802.6419999999999,802.898
p_bent,5,802.918,803.9689999999999
t_straighten,18,803.9689999999999,804.55
t_turn,19,804.55,804.9019999999999
p_stand,10,804.9019999999999,807.3660000000001
t_turn,19,807.3660000000001,808.172
p_stand,10,808.172,815.895
a_walk,4,815.895,816.558
p_stand,10,816.558,819.757
t_turn,19,819.757,821.257
p_stand,10,821.275,825.2239999999999
t_turn,19,825.2330000000001,826.467
p_stand,10,826.467,835.5989999999999
t_turn,19,835.5989999999999,837.668
p_stand,10,837.668,838.7180000000001
t_turn,19,838.7180000000001,839.6469999999999
a_walk,4,839.6560000000001,840.523
p_stand,10,840.523,842.721
t_turn,19,842.721,843.425
p_stand,10,843.425,844.245
t_turn,19,844.245,845.36
a_walk,4,845.36,845.835
p_stand,10,845.835,846.556
t_turn,19,846.556,847.3589999999999
p_stand,10,847.3589999999999,847.49
t_turn,19,847.4910000000001,848.163
a_walk,4,848.163,848.835
p_stand,10,848.8510000000001,849.966
t_bend,11,849.9830000000001,850.4739999999999
p_bent,5,850.4739999999999,851.064
t_straighten,18,851.065,851.819
a_walk,4,851.819,855.081
t_turn,19,855.081,856.064
p_stand,10,856.065,856.409
p_stand,10,856.442,859.1139999999999
t_turn,19,859.1139999999999,860.212
p_stand,10,860.245,860.737
a_walk,4,860.737,861.95
t_turn,19,861.95,862.819
t_bend,11,862.836,863.0319999999999
p_bent,5,863.0319999999999,863.949
t_straighten,18,863.949,864.523
p_stand,10,864.557,866.9169999999999
t_turn,19,866.95,867.77
p_stand,10,867.819,870.327
t_turn,19,870.327,870.802
p_stand,10,870.802,873.425
t_turn,19,873.425,874.278
p_stand,10,874.311,875.753
t_turn,19,875.753,876.7360000000001
p_stand,10,876.753,877.688
p_stand,10,877.72,878.245
p_stand,10,878.2610000000001,881.179
t_turn,19,881.212,883.294
a_walk,4,883.294,884.294
p_stand,10,884.327,887.605
a_walk,4,887.605,888.7689999999999
p_stand,10,888.7689999999999,893.196
t_turn,19,893.196,894.278
a_walk,4,894.311,895.5889999999999
p_stand,10,895.6060000000001,914.639
t_turn,19,914.639,915.557
a_walk,4,915.573,918.262
t_bend,11,918.262,918.622
p_bent,5,918.622,919.786
t_turn,19,919.786,920.901
t_turn,19,920.901,923.163
t_turn,19,923.163,924.475
t_turn,19,924.491,925.359
p_stand,10,925.36,933.442
t_turn,19,933.458,934.54
a_walk,4,934.556,935.72
t_turn,19,935.721,936.474
a_walk,4,936.474,938.622
p_stand,10,938.622,938.737
t_turn,19,938.737,940.081
p_stand,10,940.081,940.572
t_turn,19,940.572,941.064
p_stand,10,941.081,944.425
t_turn,19,944.458,946.048
a_walk,4,946.048,947.376
p_stand,10,947.425,956.835
a_walk,4,956.852,958.179
p_stand,10,958.179,960.261
a_walk,4,960.262,960.622
t_turn,19,960.622,962.146
p_stand,10,962.146,1007.737
a_walk,4,1007.737,1008.769
p_stand,10,1008.77,1010.015
t_turn,19,1010.015,1010.54
t_turn,19,1010.54,1011.245
t_turn,19,1011.245,1012.327
a_walk,4,1012.327,1013.114
p_stand,10,1013.13,1014.212
a_walk,4,1014.212,1015.377
p_stand,10,1015.377,1017.295
a_walk,4,1017.295,1019.737
p_stand,10,1019.737,1021.212
t_bend,11,1021.212,1021.802
t_turn,19,1021.802,1022.54
t_turn,19,1023.213,1024.032
t_straighten,18,1024.032,1024.114
p_stand,10,1024.146,1026.589
t_turn,19,1026.589,1027.77
a_walk,4,1027.77,1030.294
p_stand,10,1030.294,1030.802
a_walk,4,1030.802,1032.491
p_stand,10,1032.491,1033.557
t_turn,19,1033.557,1033.72
p_stand,10,1033.72,1035.802
t_turn,19,1035.819,1038.376
a_walk,4,1038.392,1039.458
p_stand,10,1039.474,1040.343
t_turn,19,1040.343,1041.393
a_walk,4,1041.393,1042.9489999999998
t_turn,19,1042.9489999999998,1044.31
a_walk,4,1044.311,1046.638
t_turn,19,1046.638,1048.671
a_loadwalk,3,1048.672,1050.131
a_ascend,0,1050.146,1051.966
a_loadwalk,3,1051.983,1057.458
p_stand,10,1057.458,1058.425
a_loadwalk,3,1058.425,1062.72
t_turn,19,1062.737,1064.327
a_loadwalk,3,1064.343,1065.605
t_bend,11,1065.606,1066.655
p_bent,5,1066.655,1068.294
t_straighten,18,1068.31,1069.491
t_turn,19,1069.491,1070.852
p_stand,10,1070.852,1073.884
t_turn,19,1073.884,1076.31
a_walk,4,1076.31,1078.654
t_stand_sit,17,1078.654,1080.196
p_sit,8,1080.196,1088.475
t_turn,19,1088.475,1089.327
t_turn,19,1089.327,1090.786
t_turn,19,1094.982,1097.507
p_sit,8,1097.507,1099.245
t_turn,19,1103.95,1105.245
p_sit,8,1105.278,1107.95
t_turn,19,1107.95,1108.589
p_sit,8,1108.59,1110.524
p_sit,8,1110.572,1116.048
p_sit,8,1131.376,1135.114
t_turn,19,1135.13,1135.671
p_sit,8,1135.671,1142.54
t_turn,19,1142.54,1143.818
p_sit,8,1143.818,1145.819
t_turn,19,1145.819,1147.015
p_sit,8,1147.023,1181.9
t_turn,19,1181.917,1183.376
p_sit,8,1183.393,1309.048
t_sit_stand,15,1309.048,1309.72
a_walk,4,1309.737,1313.311
p_stand,10,1313.326,1314.2279999999998
t_turn,19,1314.2279999999998,1314.9489999999998
t_bend,11,1314.95,1315.507
t_turn,19,1315.523,1316.195
p_bent,5,1316.2120000000002,1318.344
a_walk,4,1318.344,1319.77
p_stand,10,1319.786,1322.294
a_loadwalk,3,1322.294,1328.344
a_descend,1,1328.344,1329.672
p_stand,10,1329.672,1330.0479999999998
a_descend,1,1330.0479999999998,1332.95
a_loadwalk,3,1332.95,1336.376
p_stand,10,1336.376,1337.064
p_stand,10,1337.064,1337.917
t_turn,19,1337.917,1338.835
a_loadwalk,3,1338.835,1339.458
t_bend,11,1339.458,1340.031
p_bent,5,1340.065,1346.311
p_bent,5,1346.3270000000002,1347.196
t_straighten,18,1347.196,1348.196
a_walk,4,1348.2120000000002,1350.277
p_stand,10,1350.31,1367.491
t_turn,19,1367.524,1368.277
p_stand,10,1368.277,1368.769
t_turn,19,1368.769,1369.687
p_stand,10,1369.704,1376.967
a_walk,4,1377.114,1379.376
t_turn,19,1379.376,1380.639
p_stand,10,1380.671,1381.704
t_turn,19,1381.704,1382.442
p_stand,10,1382.458,1383.474
t_turn,19,1383.491,1384.819
t_turn,19,1384.835,1386.261
t_turn,19,1386.261,1387.622
p_stand,10,1387.654,1387.868
t_turn,19,1387.868,1389.015
p_stand,10,1389.0320000000002,1391.3929999999998
t_turn,19,1391.409,1393.2779999999998
a_walk,4,1393.295,1397.425
p_stand,10,1397.425,1399.081
t_bend,11,1399.081,1400.2620000000002
t_straighten,18,1400.2779999999998,1401.015
p_stand,10,1401.015,1406.442
t_bend,11,1406.442,1407.311
t_straighten,18,1407.311,1408.098
p_stand,10,1408.098,1409.344
t_turn,19,1409.344,1411.311
a_walk,4,1411.311,1412.704
a_ascend,0,1412.72,1415.688
a_walk,4,1415.688,1419.016
a_ascend,0,1419.016,1423.704
t_turn,19,1423.72,1425.885
a_ascend,0,1425.885,1428.918
a_walk,4,1428.934,1433.081
t_turn,19,1433.13,1433.802
p_stand,10,1433.819,1436.376
t_turn,19,1436.376,1437.3429999999998
p_stand,10,1437.376,1438.3270000000002
a_walk,4,1438.376,1443.753
p_stand,10,1443.753,1453.442
t_turn,19,1453.442,1456.1470000000002
a_walk,4,1456.1470000000002,1457.917
t_turn,19,1457.917,1460.0970000000002
p_stand,10,1460.114,1462.688
p_bent,5,1462.688,1468.1629999999998
t_straighten,18,1468.1629999999998,1469.311
p_stand,10,1469.3270000000002,1473.5079999999998
p_squat,9,1474.557,1479.72
p_stand,10,1480.589,1484.573
t_turn,19,1484.573,1486.737
a_walk,4,1486.737,1487.983
t_stand_sit,17,1487.999,1488.901
p_sit,8,1488.917,1493.769
t_sit_lie,14,1493.769,1494.721
p_lie,7,1494.721,1499.868
t_turn,19,1499.868,1500.622
p_lie,7,1500.622,1516.392
t_lie_sit,13,1516.392,1517.3429999999998
p_sit,8,1517.344,1524.064
t_sit_stand,15,1524.064,1524.737
p_stand,10,1524.737,1531.639
t_bend,11,1531.639,1532.524
p_bent,5,1532.524,1536.114
t_straighten,18,1536.114,1537.049
p_stand,10,1537.049,1548.573
a_walk,4,1548.605,1549.1129999999998
t_turn,19,1549.1129999999998,1549.589
p_stand,10,1549.589,1551.573
t_turn,19,1551.573,1552.507
t_stand_sit,17,1552.507,1554.0479999999998
p_sit,8,1554.065,1559.474
t_sit_lie,14,1559.474,1560.065
p_lie,7,1560.081,1566.376
t_turn,19,1566.376,1567.556
p_lie,7,1567.573,1574.295
t_turn,19,1574.295,1575.475
p_lie,7,1575.475,1580.1629999999998
t_lie_sit,13,1580.1629999999998,1581.622
p_sit,8,1581.622,1586.245
t_sit_stand,15,1586.245,1587.277
p_stand,10,1587.2779999999998,1589.54
t_turn,19,1589.54,1590.1629999999998
p_stand,10,1590.179,1594.556
t_bend,11,1594.557,1595.458
p_bent,5,1595.458,1598.557
t_straighten,18,1598.572,1599.359
p_stand,10,1599.3929999999998,1603.77
t_stand_kneel,16,1603.77,1604.851
p_kneel,6,1604.852,1609.901
t_kneel_stand,12,1609.917,1610.704
p_stand,10,1610.704,1614.458
t_stand_sit,17,1614.458,1615.564
p_sit,8,1615.564,1621.088
t_sit_lie,14,1621.114,1621.622
p_lie,7,1621.622,1627.18
t_turn,19,1627.18,1628.409
p_lie,7,1628.425,1633.639
t_turn,19,1633.654,1634.457
p_lie,7,1634.5379999999998,1639.964
t_lie_sit,13,1639.964,1640.9720000000002
p_sit,8,1640.9720000000002,1648.217
t_sit_stand,15,1648.257,1649.011
p_stand,10,1649.019,1655.731
t_bend,11,1655.731,1656.797
p_bent,5,1656.813,1660.714
t_straighten,18,1660.714,1662.091
p_stand,10,1662.098,1665.868
t_stand_kneel,16,1665.868,1666.13
p_kneel,6,1666.13,1671.146
t_kneel_stand,12,1671.154,1672.526
p_stand,10,1672.526,1676.591
t_stand_sit,17,1676.591,1677.033
p_sit,8,1677.033,1682.59
t_sit_lie,14,1682.606,1683.229
p_lie,7,1683.229,1687.573
t_turn,19,1687.573,1688.802
p_lie,7,1688.818,1694.392
t_turn,19,1694.392,1695.9160000000002
p_lie,7,1695.9160000000002,1701.277
t_lie_sit,13,1701.2779999999998,1702.9489999999998
p_sit,8,1702.9489999999998,1707.2679999999998
t_sit_stand,15,1707.2679999999998,1708.3339999999998
p_stand,10,1708.35,1712.071
t_turn,19,1712.1029999999998,1712.475
p_stand,10,1712.475,1714.589
t_bend,11,1714.589,1715.507
p_bent,5,1715.515,1718.351
t_straighten,18,1718.351,1719.072
p_stand,10,1719.079,1723.48
t_stand_kneel,16,1723.48,1724.2620000000002
p_kneel,6,1724.2620000000002,1729.04
t_kneel_stand,12,1729.04,1729.99
p_stand,10,1729.99,1733.677
t_stand_sit,17,1733.677,1735.169
p_sit,8,1735.169,1741.431
t_sit_lie,14,1741.458,1742.4489999999998
p_lie,7,1742.4489999999998,1747.704
t_turn,19,1747.704,1749.474
p_lie,7,1749.475,1753.721
t_turn,19,1753.737,1754.441
p_lie,7,1754.441,1759.835
t_lie_sit,13,1759.835,1761.08
p_sit,8,1761.08,1767.441
t_sit_stand,15,1767.448,1768.76
p_stand,10,1768.786,1776.213
a_walk,4,1776.213,1779.13
p_stand,10,1779.13,1781.458
a_walk,4,1781.466,1783.056
t_turn,19,1783.072,1784.072
p_stand,10,1784.095,1785.701
a_walk,4,1785.721,1787.604
t_turn,19,1787.604,1788.703
p_stand,10,1788.7179999999998,1790.225
t_turn,19,1790.225,1790.815
p_stand,10,1790.839,1791.2
t_turn,19,1791.207,1792.109
a_walk,4,1792.1570000000002,1793.944
t_bend,11,1793.967,1794.319
p_bent,5,1794.319,1795.016
t_turn,19,1795.016,1796.745
t_stand_sit,17,1796.745,1798.187
p_sit,8,1798.211,1817.376
t_sit_stand,15,1817.409,1818.138
t_turn,19,1818.138,1819.745
p_stand,10,1819.768,1820.135
t_turn,19,1820.135,1821.143
a_walk,4,1821.143,1822.306
p_stand,10,1822.306,1829.289
a_walk,4,1829.296,1830.837
p_stand,10,1830.86,1834.727
a_walk,4,1834.727,1835.4
p_stand,10,1835.415,1836.907
t_turn,19,1836.923,1837.841
p_stand,10,1837.865,1848.54
t_turn,19,1848.54,1851.187
a_walk,4,1851.187,1852.219
p_stand,10,1852.219,1853.989
a_walk,4,1853.997,1856.227
t_turn,19,1856.235,1857.235
p_stand,10,1857.235,1859.628
t_turn,19,1859.652,1860.832
a_walk,4,1860.832,1864.323
t_turn,19,1864.327,1865.712
p_stand,10,1865.712,1868.155
a_walk,4,1869.048,1873.884
p_stand,10,1873.906,1879.693
t_turn,19,1879.704,1882.212
a_walk,4,1882.244,1888.425
p_stand,10,1888.456,1895.216
a_walk,4,1895.216,1896.757
t_turn,19,1896.797,1898.092
p_stand,10,1898.107,1900.36
t_turn,19,1900.36,1901.278
a_walk,4,1901.286,1903.548
a_descend,1,1903.548,1906.605
a_walk,4,1906.605,1908.425
t_turn,19,1908.455,1909.078
p_stand,10,1909.17,1913.61
t_turn,19,1913.61,1914.954
p_stand,10,1914.962,1921.59
a_walk,4,1921.59,1923.606
p_stand,10,1923.622,1924.589
t_bend,11,1924.589,1925.065
p_bent,5,1925.081,1928.9
t_straighten,18,1928.9,1929.278
p_stand,10,1929.278,1932.737
a_walk,4,1932.753,1933.081
t_turn,19,1933.081,1934.885
p_stand,10,1934.885,1935.606
t_turn,19,1935.606,1936.622
p_stand,10,1936.622,1938.212
t_bend,11,1938.212,1939.179
p_bent,5,1939.212,1942.327
t_straighten,18,1942.409,1943.147
p_stand,10,1943.196,1943.31
a_walk,4,1943.31,1944.311
p_stand,10,1944.311,1952.589
t_turn,19,1952.589,1953.606
t_bend,11,1953.606,1955.311
p_bent,5,1955.311,1957.294
t_straighten,18,1957.31,1957.688
p_stand,10,1957.688,1962.409
a_walk,4,1962.409,1962.704
p_stand,10,1962.704,1966.737
t_turn,19,1966.737,1968.343
p_stand,10,1968.36,1969.146
t_turn,19,1969.146,1969.868
a_walk,4,1969.9,1972.884
p_stand,10,1972.884,1974.048
t_turn,19,1974.064,1976.131
p_stand,10,1976.131,1984.868
a_walk,4,1984.9,1986.13
p_stand,10,1986.13,1990.933
t_turn,19,1990.95,1991.917
p_stand,10,1991.934,2034.032
t_turn,19,2034.048,2034.179
p_stand,10,2034.179,2038.687
a_walk,4,2038.687,2040.015
p_stand,10,2040.015,2041.392
a_walk,4,2041.441,2042.687
p_stand,10,2042.688,2049.589
t_turn,19,2049.59,2051.114
p_stand,10,2051.131,2064.048
a_walk,4,2064.065,2066.196
p_stand,10,2066.196,2071.3920000000003
a_walk,4,2071.3920000000003,2073.983
a_descend,1,2073.999,2077.802
a_walk,4,2077.802,2081.6220000000003
t_turn,19,2081.638,2082.36
a_walk,4,2082.36,2083.474
t_turn,19,2083.474,2084.261
t_bend,11,2084.327,2085.786
t_turn,19,2085.818,2086.31
a_walk,4,2086.344,2087.934
t_turn,19,2087.966,2089.261
p_stand,10,2089.327,2094.409
a_walk,4,2094.425,2095.901
p_stand,10,2095.933,2097.573
p_stand,10,2097.605,2099.605
t_turn,19,2099.6710000000003,2102.327
p_stand,10,2102.376,2102.491
t_bend,11,2102.507,2103.114
p_sit,8,2104.737,2127.196
t_sit_stand,15,2127.221,2128.114
p_stand,10,2128.114,2128.491
t_turn,19,2128.491,2130.884
p_stand,10,2130.884,2135.294
t_turn,19,2135.36,2137.245
a_walk,4,2137.278,2138.704
p_stand,10,2138.704,2140.294
a_jump,2,2140.311,2142.802
p_stand,10,2142.802,2145.081
a_walk,4,2145.081,2146.229
p_stand,10,2146.229,2147.507
t_turn,19,2147.589,2149.376
a_walk,4,2149.393,2150.901
p_stand,10,2150.917,2153.819
a_walk,4,2153.8520000000003,2155.376
t_turn,19,2155.376,2155.573
p_stand,10,2155.59,2157.065
a_walk,4,2157.065,2157.605
p_stand,10,2157.605,2160.0
