t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
706.397,123.232025146,145.676483154,165.0,231.0,74.0,60.0,-246.971405029,-172.469512939,1915.50134277,34.111125946,-757.266906738,1945.50134277,-568.617004395,396.709472656,1885.50134277
706.428,122.189399719,144.27923584,165.0,231.0,74.0,60.0,-256.386413574,-164.632843018,1933.69030762,34.4300384521,-764.346801758,1963.69030762,-574.102294922,400.536437988,1903.69030762
707.163,109.71295166,115.119796753,143.0,221.0,72.0,48.0,-401.495239258,38.9638633728,2276.82519531,-137.517532349,-817.016052246,2306.82519531,-693.340332031,567.278442383,2246.82519531
707.194,109.721618652,114.877655029,145.0,221.0,72.0,48.0,-402.716918945,41.0286827087,2284.14697266,-121.724136353,-819.609191895,2314.14697266,-695.599731445,569.127075195,2254.14697266
707.35,112.717453003,112.945899963,149.0,219.0,76.0,48.0,-391.117492676,58.3509368896,2358.9128418,-92.1483612061,-829.335021973,2388.9128418,-686.004577637,588.003967285,2328.9128418
707.71,117.221191406,108.36505127,151.0,205.0,82.0,44.0,-368.697143555,100.277946472,2457.80029297,-78.5149459839,-741.530395508,2487.80029297,-664.051940918,647.024963379,2427.80029297
707.725,117.685783386,107.891540527,151.0,203.0,84.0,44.0,-365.220031738,104.509819031,2461.35229492,-78.6270446777,-725.116455078,2491.35229492,-647.971679688,647.971618652,2431.35229492
707.819,118.465499878,107.118438721,149.0,201.0,88.0,44.0,-359.627624512,111.535385132,2469.16186523,-96.4010467529,-709.861877441,2499.16186523,-615.839599609,650.05291748,2439.16186523
707.944,118.662445068,106.789375305,149.0,203.0,88.0,46.0,-360.637329102,115.252182007,2487.89086914,-97.1234817505,-732.840637207,2517.89086914,-620.56829834,637.806274414,2457.89086914
708.241,114.294815063,106.940917969,141.0,205.0,80.0,46.0,-397.374633789,113.539611816,2479.36328125,-167.190475464,-747.957580566,2509.36328125,-687.128051758,635.593444824,2449.36328125
708.288,113.419067383,106.811271667,139.0,205.0,78.0,46.0,-404.53302002,114.537734985,2476.57373047,-184.584121704,-747.126159668,2506.57373047,-703.504150391,634.869567871,2446.57373047
708.35,110.890594482,105.257865906,137.0,205.0,76.0,46.0,-426.34979248,127.985786438,2475.75024414,-202.097137451,-746.88067627,2505.75024414,-720.420166016,634.655883789,2445.75024414
708.382,109.496520996,105.660263062,137.0,205.0,74.0,46.0,-437.851379395,124.321586609,2472.35546875,-201.82333374,-745.868774414,2502.35546875,-736.549316406,633.774963379,2442.35546875
708.413,108.563476562,105.736526489,137.0,205.0,72.0,48.0,-444.901977539,123.372421265,2466.59716797,-201.358901978,-744.15246582,2496.59716797,-751.901428223,615.192077637,2436.59716797
708.507,106.67276001,105.664634705,137.0,205.0,68.0,46.0,-459.948730469,123.64289093,2459.60766602,-200.795181274,-742.069091797,2489.60766602,-783.823852539,630.46697998,2429.60766602
708.647,102.910140991,106.400726318,131.0,205.0,64.0,50.0,-490.566650391,116.856987,2450.44262695,-252.24446106,-739.337341309,2480.44262695,-814.817871094,594.138000488,2420.44262695
708.694,102.307647705,106.510261536,131.0,205.0,64.0,50.0,-494.92779541,115.724990845,2446.40917969,-251.834274292,-738.135070801,2476.40917969,-813.460083008,593.147949219,2416.40917969
708.788,100.030395508,108.208877563,131.0,205.0,62.0,50.0,-511.381195068,100.546875,2431.75073242,-250.343612671,-733.765869141,2461.75073242,-825.369689941,589.549804688,2401.75073242
708.819,99.5643081665,107.948562622,131.0,205.0,62.0,50.0,-515.728515625,102.841018677,2433.51000977,-250.522521973,-734.290222168,2463.51000977,-825.974243164,589.981628418,2403.51000977
708.85,99.2568206787,107.096626282,131.0,205.0,60.0,50.0,-518.397033691,110.120498657,2433.71923828,-250.543792725,-734.352600098,2463.71923828,-842.90423584,590.03302002,2403.71923828
708.913,98.9198074341,107.674484253,131.0,205.0,62.0,50.0,-518.039428711,104.536376953,2418.62133789,-249.00843811,-729.852416992,2448.62133789,-820.857727051,586.326965332,2388.62133789
708.944,98.7531433105,108.136825562,131.0,205.0,58.0,50.0,-518.562744141,100.442672729,2414.4765625,-248.58694458,-728.617004395,2444.4765625,-852.879577637,585.309509277,2384.4765625
708.975,98.4655914307,108.105239868,131.0,205.0,60.0,50.0,-520.46887207,100.607955933,2412.02709961,-248.337844849,-727.886901855,2442.02709961,-835.297546387,584.708251953,2382.02709961
709.022,98.4468917847,107.979248047,131.0,205.0,60.0,50.0,-520.314086914,101.612518311,2410.57739258,-248.190414429,-727.454833984,2440.57739258,-834.789123535,584.352478027,2380.57739258
709.147,98.0218276978,108.56628418,131.0,205.0,60.0,50.0,-523.842285156,96.6382446289,2410.27880859,-248.160064697,-727.365783691,2440.27880859,-834.684509277,584.279174805,2380.27880859
709.179,97.8831558228,108.029495239,131.0,205.0,62.0,50.0,-525.442504883,101.257743835,2412.24414062,-248.359909058,-727.951599121,2442.24414062,-818.666137695,584.761535645,2382.24414062
709.21,97.7903747559,108.930786133,131.0,205.0,58.0,46.0,-527.90637207,93.9324951172,2419.94091797,-249.14263916,-730.245727539,2449.94091797,-854.83404541,620.173706055,2389.94091797
709.257,98.0295257568,108.621673584,131.0,205.0,58.0,46.0,-526.626037598,96.6931533813,2423.38842773,-249.493225098,-731.273376465,2453.38842773,-856.067138672,621.068359375,2393.38842773
709.35,97.7316741943,108.99369812,131.0,205.0,62.0,46.0,-530.932739258,93.8455200195,2431.51953125,-250.320098877,-733.696960449,2461.51953125,-825.290283203,623.178283691,2401.51953125
709.413,97.5141143799,108.670303345,131.0,205.0,60.0,46.0,-533.258850098,96.6883621216,2433.66943359,-250.538742065,-734.337768555,2463.66943359,-842.88684082,623.736206055,2403.66943359
709.538,96.1025390625,107.801391602,131.0,205.0,60.0,46.0,-548.354370117,104.685844421,2447.27734375,-251.922576904,-738.393798828,2477.27734375,-847.658630371,627.26739502,2417.27734375
709.6,96.5575408936,106.820983887,131.0,205.0,58.0,46.0,-545.666137695,113.352233887,2452.74560547,-252.478652954,-740.023742676,2482.74560547,-866.567626953,628.686340332,2422.74560547
709.632,96.6887817383,106.733787537,131.0,205.0,62.0,46.0,-545.086181641,114.217185974,2455.21777344,-252.730041504,-740.760620117,2485.21777344,-833.434204102,629.327880859,2425.21777344
709.663,97.108581543,106.299049377,131.0,205.0,60.0,46.0,-542.597900391,118.205421448,2460.32348633,-253.249267578,-742.282470703,2490.32348633,-852.233459473,630.652709961,2430.32348633
709.694,97.4729995728,105.687057495,131.0,205.0,60.0,46.0,-539.936035156,123.59576416,2462.52246094,-253.472885132,-742.937927246,2492.52246094,-853.004577637,631.223388672,2432.52246094
709.725,97.672668457,105.405662537,131.0,205.0,60.0,46.0,-538.409423828,126.071937561,2463.42651367,-253.564834595,-743.207397461,2493.42651367,-853.321594238,631.457946777,2433.42651367
709.757,97.8970336914,105.297920227,131.0,205.0,62.0,46.0,-536.565185547,127.024940491,2463.85791016,-253.608703613,-743.3359375,2493.85791016,-836.403442383,631.569885254,2433.85791016
709.788,97.849609375,105.73928833,133.0,205.0,62.0,46.0,-536.892578125,123.192573547,2463.47973633,-236.08265686,-743.223266602,2493.47973633,-836.2734375,631.471801758,2433.47973633
709.835,98.1453857422,105.917190552,133.0,205.0,62.0,44.0,-534.928833008,121.790405273,2466.20605469,-236.340774536,-744.035827637,2496.20605469,-837.210388184,649.265197754,2436.20605469
709.882,98.3656845093,105.771980286,133.0,205.0,62.0,44.0,-533.488891602,123.1536026,2468.35888672,-236.54460144,-744.67755127,2498.35888672,-837.950195312,649.838867188,2438.35888672
709.913,98.5087432861,105.61378479,133.0,205.0,62.0,44.0,-532.609558105,124.606872559,2470.0234375,-236.702224731,-745.17364502,2500.0234375,-838.522216797,650.282470703,2440.0234375
709.944,98.6518249512,105.592758179,133.0,205.0,62.0,44.0,-531.452148438,124.808242798,2470.40380859,-236.738220215,-745.287109375,2500.40380859,-838.652954102,650.383911133,2440.40380859
709.975,99.4387969971,105.497512817,131.0,205.0,64.0,46.0,-524.743896484,125.659477234,2470.91796875,-254.326660156,-745.440307617,2500.91796875,-821.710632324,633.401977539,2440.91796875
710.007,99.3292312622,105.468757629,133.0,205.0,62.0,46.0,-526.263305664,126.045227051,2473.59790039,-237.040634155,-746.239135742,2503.59790039,-839.750610352,634.097351074,2443.59790039
710.069,99.6582489014,104.615478516,133.0,205.0,64.0,44.0,-522.60949707,133.24269104,2469.81738281,-236.682693481,-745.112304688,2499.81738281,-821.340209961,650.227600098,2439.81738281
710.1,99.8662872314,104.687599182,133.0,205.0,64.0,44.0,-521.30090332,132.743606567,2472.15600586,-236.904129028,-745.809326172,2502.15600586,-822.127502441,650.850830078,2442.15600586
710.132,100.18346405,104.863769531,133.0,205.0,64.0,44.0,-518.458129883,131.192810059,2471.7121582,-236.862106323,-745.677062988,2501.7121582,-821.978027344,650.73260498,2441.7121582
710.163,100.358932495,104.991653442,133.0,205.0,66.0,44.0,-516.741760254,130.035202026,2470.77758789,-236.773620605,-745.398498535,2500.77758789,-804.545410156,650.483520508,2440.77758789
710.194,100.59916687,105.099449158,135.0,205.0,64.0,44.0,-514.656738281,129.100387573,2470.76049805,-219.233352661,-745.393371582,2500.76049805,-821.657653809,650.478942871,2440.76049805
710.225,100.856994629,104.922874451,133.0,205.0,66.0,44.0,-512.955200195,130.765869141,2473.32666016,-237.014953613,-746.15826416,2503.32666016,-805.385620117,651.162841797,2443.32666016
710.257,101.194160461,104.84588623,133.0,205.0,68.0,44.0,-510.331451416,131.511108398,2474.78417969,-237.15296936,-746.592712402,2504.78417969,-788.719970703,651.551269531,2444.78417969
710.288,101.501647949,104.915611267,135.0,205.0,68.0,44.0,-508.099487305,131.018569946,2476.91235352,-219.772659302,-747.227050781,2506.91235352,-789.406555176,652.118469238,2446.91235352
710.335,102.132293701,105.279129028,135.0,205.0,68.0,44.0,-502.784698486,127.902534485,2477.71459961,-219.842987061,-747.466186523,2507.71459961,-789.665405273,652.332275391,2447.71459961
710.382,102.919975281,104.394683838,135.0,205.0,70.0,44.0,-496.606170654,135.768920898,2481.03808594,-220.134353638,-748.456787109,2511.03808594,-773.547668457,653.217956543,2451.03808594
710.475,104.897537231,103.563583374,137.0,205.0,72.0,44.0,-481.60559082,143.657287598,2492.44726562,-203.443817139,-751.85748291,2522.44726562,-759.878479004,656.258605957,2462.44726562
710.569,107.052947998,103.633361816,141.0,205.0,76.0,44.0,-465.036743164,143.749053955,2504.67285156,-168.87677002,-755.501525879,2534.67285156,-728.93963623,659.516845703,2474.67285156
710.663,109.640640259,103.080490112,143.0,205.0,80.0,44.0,-443.72177124,149.079605103,2512.67333984,-151.577224731,-757.886230469,2542.67333984,-696.47265625,661.648986816,2482.67333984
711.976,121.638565063,96.7261505127,157.0,193.0,100.0,38.0,-356.547271729,216.316955566,2650.5,-28.1988792419,-686.172302246,2680.5,-551.353210449,753.516052246,2620.5
712.007,122.940879822,95.9937438965,157.0,193.0,102.0,36.0,-345.999389648,224.132385254,2662.47607422,-28.3248672485,-689.237976074,2692.47607422,-535.410583496,775.422180176,2632.47607422
712.038,124.196289062,95.5801849365,159.0,193.0,104.0,36.0,-335.58190918,228.882568359,2672.85839844,-9.47805976868,-691.895751953,2702.85839844,-518.986938477,778.48034668,2642.85839844
712.257,130.937332153,91.7396240234,167.0,183.0,106.0,34.0,-281.840759277,274.060302734,2765.50048828,68.6202926636,-617.581970215,2795.50048828,-517.99432373,824.954040527,2735.50048828
712.319,132.082366943,90.2272796631,167.0,181.0,106.0,34.0,-272.299438477,290.393310547,2781.46533203,69.0121765137,-601.391174316,2811.46533203,-521.017456055,829.768615723,2751.46533203
712.351,133.206207275,90.0052032471,165.0,179.0,106.0,36.0,-262.753417969,294.144104004,2796.53125,49.5585174561,-584.790466309,2826.53125,-523.870361328,814.909484863,2766.53125
712.382,134.082565308,90.0864944458,167.0,177.0,108.0,34.0,-255.126693726,294.463317871,2807.17431641,69.6432495117,-567.094421387,2837.17431641,-506.408477783,837.521728516,2777.17431641
712.413,135.244735718,89.897895813,167.0,175.0,108.0,36.0,-244.405441284,297.194000244,2815.45581055,69.846534729,-548.793640137,2845.45581055,-507.918609619,820.483886719,2785.45581055
712.444,136.165100098,89.861038208,171.0,175.0,108.0,34.0,-236.070159912,298.508117676,2824.44677734,110.105567932,-550.527648926,2854.44677734,-509.558074951,842.730651855,2794.44677734
712.538,139.527877808,89.3955917358,173.0,175.0,114.0,38.0,-204.714126587,306.033416748,2851.61157227,131.362991333,-555.766845703,2881.61157227,-455.144805908,811.344970703,2821.61157227
712.569,140.734344482,88.9900436401,175.0,175.0,116.0,36.0,-193.209060669,310.988708496,2859.88769531,152.008102417,-557.363037109,2889.88769531,-436.632781982,833.571716309,2829.88769531
712.601,142.575073242,88.5559387207,177.0,177.0,116.0,36.0,-175.109832764,315.993530273,2865.79443359,172.628036499,-578.811401367,2895.79443359,-437.544158936,835.311584473,2835.79443359
712.632,143.905044556,88.5301513672,177.0,177.0,114.0,36.0,-162.014053345,316.779907227,2870.57275391,172.912902832,-579.766479492,2900.57275391,-458.203369141,836.719116211,2840.57275391
712.663,144.919158936,88.8044204712,179.0,175.0,114.0,36.0,-152.032470703,314.487731934,2874.85644531,193.540863037,-560.250061035,2904.85644531,-458.894378662,837.980895996,2844.85644531
712.694,146.223449707,89.2511901855,181.0,177.0,120.0,38.0,-139.370285034,311.069824219,2884.92871094,214.655395508,-582.635986328,2914.92871094,-400.45135498,820.925231934,2854.92871094
712.757,148.027832031,89.652557373,181.0,175.0,120.0,40.0,-121.371047974,307.655059814,2890.99633789,215.102218628,-563.362915039,2920.99633789,-401.302429199,802.604797363,2860.99633789
712.788,149.685821533,89.9279098511,183.0,175.0,124.0,40.0,-104.649688721,305.117462158,2893.40332031,235.782150269,-563.827087402,2923.40332031,-361.476074219,803.280029297,2863.40332031
712.819,150.796920776,90.2080688477,185.0,175.0,126.0,40.0,-93.5846939087,302.949432373,2899.85986328,256.851043701,-565.07232666,2929.85986328,-342.163787842,805.091308594,2869.85986328
712.851,152.666763306,88.5077819824,187.0,175.0,126.0,38.0,-74.834197998,321.371582031,2910.11206055,278.369903564,-567.049682617,2940.11206055,-343.386138916,828.166625977,2880.11206055
712.882,153.577896118,88.0876159668,189.0,173.0,130.0,40.0,-65.6401672363,326.175476074,2914.72509766,299.458862305,-547.28704834,2944.72509766,-303.473114014,809.261474609,2884.72509766
712.913,155.443954468,88.1165161133,189.0,173.0,132.0,44.0,-46.7351455688,327.055053711,2925.234375,300.527618408,-549.240234375,2955.234375,-284.2734375,771.599243164,2895.234375
712.944,156.682006836,88.1061706543,191.0,173.0,134.0,44.0,-34.104675293,327.827758789,2931.19458008,321.901641846,-550.347961426,2961.19458008,-264.511627197,773.187683105,2901.19458008
712.976,157.639526367,88.380645752,191.0,175.0,134.0,46.0,-24.3416976929,326.066345215,2940.75317383,322.940734863,-572.959289551,2970.75317383,-265.383117676,755.321044922,2910.75317383
713.069,160.500701904,89.8229980469,193.0,177.0,136.0,48.0,5.20793914795,313.87701416,2966.12207031,346.711151123,-598.864929199,2996.12207031,-247.104003906,741.312133789,2936.12207031
713.101,161.097290039,89.0214767456,193.0,179.0,136.0,48.0,11.4300956726,322.694519043,2970.546875,347.223236084,-620.793151855,3000.546875,-247.476394653,742.429321289,2940.546875
713.226,162.677078247,89.0345306396,195.0,187.0,136.0,58.0,27.9552154541,323.354431152,2977.87695312,369.166778564,-706.690612793,3007.87695312,-248.093292236,640.907714844,2947.87695312
713.288,163.606185913,89.1197128296,195.0,189.0,138.0,50.0,37.7220649719,323.018768311,2982.99121094,369.794464111,-729.0234375,3012.99121094,-227.813415527,724.860961914,2952.99121094
713.319,163.840164185,89.5653915405,195.0,191.0,140.0,60.0,40.0462112427,317.379974365,2973.83837891,368.671112061,-747.875671387,3003.83837891,-206.461212158,619.383605957,2943.83837891
713.382,164.174514771,90.1547470093,195.0,193.0,142.0,50.0,43.5457572937,311.325500488,2974.71240234,368.778381348,-769.166320801,3004.71240234,-185.870269775,722.828796387,2944.71240234
713.413,164.744552612,90.8637161255,195.0,195.0,144.0,58.0,49.6084060669,304.644958496,2981.70996094,369.637207031,-792.079711914,3011.70996094,-165.610656738,641.741088867,2951.70996094
713.538,164.853225708,92.1330413818,193.0,193.0,146.0,50.0,51.6982879639,296.848999023,3037.74707031,354.999633789,-785.302368164,3067.74707031,-147.660293579,738.301696777,3007.74707031
713.601,165.186859131,91.7141571045,193.0,191.0,146.0,50.0,55.2352294922,301.218292236,3036.81054688,354.891265869,-763.554077148,3066.81054688,-147.614318848,738.071777344,3006.81054688
713.632,165.379959106,91.3480758667,193.0,191.0,146.0,50.0,57.2464561462,304.876281738,3034.41772461,354.614349365,-762.958312988,3064.41772461,-147.496841431,737.484436035,3004.41772461
713.663,165.162597656,91.1192321777,191.0,189.0,144.0,48.0,54.808555603,306.612121582,3027.51416016,332.3722229,-739.796203613,3057.51416016,-168.18057251,756.81237793,2997.51416016
713.71,163.728530884,88.521812439,189.0,185.0,144.0,48.0,38.6175003052,326.028442383,2953.59716797,303.41192627,-680.061218262,2983.59716797,-164.033325195,738.149841309,2923.59716797
713.741,163.426879883,88.3997497559,189.0,183.0,142.0,48.0,35.4122848511,326.546813965,2946.86621094,302.727416992,-657.649291992,2976.86621094,-184.112625122,736.450378418,2916.86621094
713.773,163.36769104,89.1820983887,189.0,183.0,142.0,48.0,34.8424186707,318.84487915,2950.40722656,303.087524414,-658.431518555,2980.40722656,-184.336120605,737.344421387,2920.40722656
713.804,162.970565796,89.4854660034,187.0,183.0,140.0,48.0,30.6168251038,314.50567627,2939.18725586,281.122741699,-655.952819824,2969.18725586,-204.031005859,734.511657715,2909.18725586
713.882,162.560745239,90.3863372803,189.0,185.0,138.0,46.0,26.4568557739,305.959228516,2946.30029297,302.66986084,-678.398010254,2976.30029297,-224.982833862,756.760498047,2916.30029297
713.913,162.525650024,91.779800415,187.0,185.0,138.0,52.0,26.035484314,290.90637207,2939.67089844,281.168518066,-676.886962891,2969.67089844,-224.471405029,693.820739746,2909.67089844
713.944,161.297668457,92.0577850342,187.0,185.0,136.0,48.0,13.4055252075,288.654693604,2945.93603516,281.76171875,-678.314941406,2975.93603516,-245.405151367,736.215515137,2915.93603516
713.976,160.963821411,91.914390564,187.0,185.0,136.0,48.0,9.93306350708,289.447875977,2938.94873047,281.100158691,-676.722351074,2968.94873047,-244.817108154,734.451416016,2908.94873047
714.069,159.561187744,93.0455780029,185.0,185.0,132.0,50.0,-4.52216148376,277.77935791,2938.83691406,260.268035889,-676.696838379,2968.83691406,-285.609039307,714.022583008,2908.83691406
714.163,158.113128662,93.9681243896,185.0,185.0,130.0,54.0,-19.3265991211,266.63659668,2920.9206543,258.697387695,-672.61315918,2950.9206543,-304.124847412,669.074645996,2890.9206543
714.194,157.998718262,94.2974472046,183.0,185.0,128.0,50.0,-20.5056438446,263.355163574,2921.9387207,238.083633423,-672.845153809,2951.9387207,-324.514068604,709.874572754,2891.9387207
714.257,157.968215942,96.2277755737,183.0,185.0,126.0,52.0,-20.7619781494,242.918746948,2914.04833984,237.447250366,-671.046691895,2944.04833984,-343.85546875,687.7109375,2884.04833984
714.304,157.857254028,97.6901245117,183.0,185.0,126.0,52.0,-21.8403053284,227.397644043,2906.66113281,236.85144043,-669.362915039,2936.66113281,-342.97467041,685.949401855,2876.66113281
714.351,157.773239136,98.4166564941,183.0,185.0,126.0,54.0,-22.5895996094,218.954559326,2892.94873047,235.745483398,-666.237426758,2922.94873047,-341.339813232,662.600891113,2862.94873047
714.382,157.698471069,97.162727356,183.0,185.0,126.0,56.0,-23.2841663361,231.04133606,2885.03417969,235.107147217,-664.433410645,2915.03417969,-340.396179199,640.745788574,2855.03417969
714.413,156.750823975,96.3217544556,183.0,185.0,126.0,54.0,-32.7913169861,238.965164185,2877.99902344,234.539749146,-662.829833984,2907.99902344,-339.557403564,659.140930176,2847.99902344
714.444,156.062347412,95.8912887573,183.0,185.0,126.0,56.0,-39.7228355408,243.207122803,2876.78759766,234.442047119,-662.553771973,2906.78759766,-339.412994385,638.895019531,2846.78759766
714.476,155.764160156,96.0418014526,181.0,185.0,126.0,54.0,-42.7006263733,241.517181396,2874.74536133,213.905487061,-662.088195801,2904.74536133,-339.169464111,658.387878418,2844.74536133
714.538,153.724716187,98.9933700562,181.0,185.0,126.0,56.0,-63.1900253296,211.529968262,2871.58056641,213.672439575,-661.366882324,2901.58056641,-338.792175293,637.726379395,2841.58056641
714.601,153.993225098,99.2689819336,181.0,185.0,126.0,56.0,-60.4891815186,208.764465332,2871.71557617,213.682388306,-661.397644043,2901.71557617,-338.808258057,637.756713867,2841.71557617
714.632,150.502822876,100.362869263,179.0,185.0,126.0,56.0,-96.3211669922,199.161300659,2892.22802734,194.698272705,-666.073120117,2922.22802734,-341.253875732,642.360229492,2862.22802734
714.663,150.081787109,100.493629456,179.0,185.0,124.0,54.0,-100.686523438,198.022415161,2894.96582031,194.880691528,-666.697143555,2924.96582031,-361.673339844,663.067687988,2864.96582031
714.694,150.028610229,99.9738388062,179.0,185.0,122.0,54.0,-101.144058228,203.133743286,2892.61010742,194.723739624,-666.160217285,2922.61010742,-381.452362061,662.522460938,2862.61010742
714.726,150.03616333,100.019226074,179.0,185.0,122.0,54.0,-100.979476929,202.497039795,2890.09277344,194.556015015,-665.586425781,2920.09277344,-381.116943359,661.939880371,2860.09277344
714.788,149.280700684,97.8115539551,177.0,185.0,120.0,52.0,-107.908798218,223.366119385,2870.75341797,172.923675537,-661.178344727,2900.75341797,-398.463012695,677.387145996,2840.75341797
714.851,151.522781372,96.3757781982,177.0,185.0,114.0,46.0,-84.920249939,236.654647827,2856.68994141,172.085296631,-657.972839355,2886.68994141,-455.96395874,733.507202148,2826.68994141
714.913,150.748703003,96.2754898071,177.0,185.0,114.0,48.0,-92.4686431885,237.131591797,2850.34643555,171.707138062,-656.526916504,2880.34643555,-454.940734863,712.081054688,2820.34643555
714.96,150.941314697,94.823348999,179.0,185.0,114.0,40.0,-90.235244751,250.789093018,2840.64013672,191.261154175,-654.31451416,2870.64013672,-453.375030518,788.478210449,2810.64013672
715.007,150.527297974,94.2834320068,179.0,185.0,116.0,40.0,-93.8823852539,254.87272644,2826.28466797,190.304702759,-651.042419434,2856.28466797,-431.448059082,784.451049805,2796.28466797
715.038,150.447387695,93.578338623,181.0,185.0,114.0,38.0,-94.1707077026,260.467590332,2811.24755859,209.229522705,-647.614990234,2841.24755859,-448.633850098,799.738464355,2781.24755859
715.101,150.445495605,94.4117202759,185.0,185.0,116.0,36.0,-94.2772827148,252.487365723,2813.87011719,249.31262207,-648.212768555,2843.87011719,-429.532562256,820.016784668,2783.87011719
715.132,150.413040161,95.3727645874,185.0,185.0,116.0,40.0,-94.5960540771,243.000915527,2813.82958984,249.309082031,-648.203491211,2843.82958984,-429.52633667,780.95690918,2783.82958984
715.163,150.331512451,95.3504257202,187.0,185.0,116.0,36.0,-95.2671661377,242.881469727,2809.89746094,268.881561279,-647.307250977,2839.89746094,-428.919616699,818.846618652,2779.89746094
715.226,150.069274902,95.1208877563,189.0,185.0,116.0,34.0,-97.5294494629,244.337341309,2800.66064453,287.859283447,-645.201904297,2830.66064453,-427.494476318,835.557434082,2770.66064453
715.32,150.019104004,95.1403808594,189.0,185.0,116.0,36.0,-97.4798736572,242.79498291,2785.16455078,286.283447266,-641.669799805,2815.16455078,-425.103485107,811.561218262,2755.16455078
715.351,149.748443604,94.6929168701,187.0,185.0,118.0,36.0,-100.149864197,247.23085022,2785.90307617,266.609802246,-641.838134766,2815.90307617,-405.889373779,811.778808594,2755.90307617
715.382,149.196044922,95.0077362061,185.0,185.0,118.0,36.0,-105.736701965,244.595626831,2790.92773438,247.301345825,-642.983398438,2820.92773438,-406.629425049,813.258850098,2760.92773438
715.413,150.949813843,92.6287078857,185.0,185.0,118.0,36.0,-88.465057373,267.552978516,2787.53295898,247.003738403,-642.209655762,2817.53295898,-406.129455566,812.258911133,2757.53295898
715.445,150.663696289,92.8918838501,181.0,185.0,118.0,36.0,-90.6813659668,263.29498291,2769.80224609,206.177490234,-638.168212891,2799.80224609,-403.518066406,807.036132812,2739.80224609
715.476,150.579376221,93.2167053223,181.0,185.0,120.0,38.0,-91.0719909668,258.922088623,2756.83447266,205.22253418,-635.212463379,2786.83447266,-382.484008789,784.092163086,2726.83447266
715.507,150.639099121,93.797744751,181.0,185.0,120.0,36.0,-90.3119430542,252.793716431,2751.27001953,204.812759399,-633.944091797,2781.27001953,-381.703491211,801.577331543,2721.27001953
715.554,150.580551147,94.0434417725,183.0,185.0,120.0,34.0,-90.8710403442,250.407501221,2751.09570312,224.304580688,-633.90435791,2781.09570312,-381.679046631,820.609924316,2721.09570312
