t,x,y,z
2.062904,0.956,-0.16,-0.07200000000000001
2.112952,0.972,-0.174,-0.066
2.1630000000000003,0.966,-0.17800000000000002,-0.064
2.212856,0.9420000000000001,-0.174,-0.064
2.2629040000000002,0.96,-0.162,-0.064
2.312952,0.96,-0.19399999999999998,-0.08
2.363,0.96,-0.19,-0.08
2.412856,0.96,-0.18,-0.076
2.462904,0.966,-0.192,-0.07200000000000001
2.512952,0.966,-0.18,-0.07200000000000001
2.563,0.9740000000000001,-0.184,-0.068
2.6128560000000003,0.966,-0.17800000000000002,-0.08
2.662904,0.958,-0.162,-0.07400000000000001
2.712952,0.958,-0.132,-0.09
2.763,0.9620000000000001,-0.14400000000000002,-0.084
2.812856,0.972,-0.114,-0.066
2.862904,0.9740000000000001,-0.11599999999999999,-0.078
2.912952,0.966,-0.11,-0.055999999999999994
2.963,0.99,-0.10400000000000001,-0.032
3.012856,0.9740000000000001,-0.10400000000000001,-0.026000000000000002
3.062904,0.992,-0.114,-0.018000000000000002
3.112952,0.998,-0.136,-0.008
3.1630000000000003,0.99,-0.154,-0.004
3.2138560000000003,0.9740000000000001,-0.19,-0.002
3.263904,0.968,-0.17800000000000002,0.006
3.3139519999999996,0.968,-0.19399999999999998,0.012
3.364,0.956,-0.18600000000000003,0.03
3.4138559999999996,0.9440000000000001,-0.196,0.027999999999999997
3.463904,0.934,-0.19399999999999998,0.03
3.5139519999999997,0.9359999999999999,-0.18600000000000003,0.03
3.5639999999999996,0.9440000000000001,-0.17800000000000002,0.016
3.6138559999999997,0.946,-0.17800000000000002,0.027999999999999997
3.663904,0.9740000000000001,-0.162,0.024
3.7139519999999995,0.998,-0.154,0.022000000000000002
3.764,0.97,-0.12,0.024
3.813856,0.9279999999999999,-0.11199999999999999,0.013999999999999999
3.8639040000000002,0.9520000000000001,-0.13,0.027999999999999997
3.9139519999999997,0.972,-0.128,0.024
3.964,0.96,-0.16399999999999998,-0.032
4.013856,0.956,-0.17800000000000002,-0.026000000000000002
4.063904,0.96,-0.16,-0.084
4.113951999999999,0.9620000000000001,-0.172,-0.09
4.164,0.968,-0.18600000000000003,-0.098
4.214856,0.956,-0.18600000000000003,-0.11
4.2649040000000005,0.9520000000000001,-0.196,-0.128
4.314952,0.966,-0.19399999999999998,-0.16
4.365,0.94,-0.20199999999999999,-0.168
4.4148559999999994,0.96,-0.20800000000000002,-0.2
4.464904,0.9420000000000001,-0.20800000000000002,-0.20800000000000002
4.514952,0.958,-0.2,-0.20600000000000002
4.565,0.968,-0.17600000000000002,-0.20600000000000002
4.614856,0.968,-0.154,-0.19399999999999998
4.664904,0.9440000000000001,-0.146,-0.17800000000000002
4.714951999999999,0.948,-0.14400000000000002,-0.14400000000000002
4.765,0.956,-0.11,-0.114
4.814856,0.9279999999999999,-0.122,-0.11599999999999999
4.864904,0.966,-0.14,-0.12
4.9149519999999995,0.934,-0.16399999999999998,-0.12
4.965,0.934,-0.2,-0.096
5.014856,0.9440000000000001,-0.19,-0.096
5.064904,0.956,-0.168,-0.09
5.114952,0.992,-0.17600000000000002,-0.084
5.165,0.972,-0.168,-0.048
5.215856,0.9259999999999999,-0.096,0.013999999999999999
5.265904,0.9540000000000001,-0.17,0.024
5.315951999999999,1.016,-0.158,0.016
5.3660000000000005,1.016,-0.146,0.022000000000000002
5.415856,0.934,-0.122,0.03
5.465904,0.966,-0.162,-0.002
5.5159519999999995,0.9620000000000001,-0.13,-0.016
5.566,0.9740000000000001,-0.14800000000000002,0.034
5.615856,1.004,-0.282,-0.002
5.665904,0.9740000000000001,-0.33399999999999996,-0.01
5.715952,0.9520000000000001,-0.298,-0.046
5.766,0.9079999999999999,-0.242,-0.084
5.815856,0.882,-0.174,-0.09
5.8659040000000005,0.88,-0.17,-0.11
5.915952,0.91,-0.16,-0.098
5.966,0.934,-0.16,-0.055999999999999994
6.015855999999999,0.96,-0.11,-0.008
6.065904,0.982,-0.14800000000000002,0.054000000000000006
6.115952,1.014,-0.16,0.076
6.166,0.966,-0.184,0.044000000000000004
6.216856,0.9840000000000001,-0.174,0.006
6.266904,0.9740000000000001,-0.17600000000000002,-0.032
6.316952,0.966,-0.19399999999999998,-0.084
6.367000000000001,0.966,-0.19399999999999998,-0.08800000000000001
6.416856,0.96,-0.20800000000000002,-0.08
6.466904,0.956,-0.2,-0.078
6.516952,0.96,-0.196,-0.036000000000000004
6.567,0.972,-0.18,-0.027999999999999997
6.616855999999999,0.9840000000000001,-0.168,-0.026000000000000002
6.666904,0.9740000000000001,-0.154,-0.032
6.716952,0.978,-0.14400000000000002,-0.026000000000000002
6.767,0.9740000000000001,-0.146,-0.04
6.816856,0.9640000000000001,-0.13,-0.052000000000000005
6.866903999999999,0.956,-0.136,-0.05
6.916952,0.96,-0.136,-0.052000000000000005
6.9670000000000005,0.9620000000000001,-0.14400000000000002,-0.04
7.016856,0.956,-0.154,-0.032
7.066903999999999,0.9620000000000001,-0.16399999999999998,-0.018000000000000002
7.116952,0.966,-0.17,-0.008
7.167000000000001,0.968,-0.18,-0.026000000000000002
7.217855999999999,0.966,-0.17800000000000002,-0.042
7.267904,0.976,-0.168,-0.052000000000000005
7.317952,0.978,-0.152,-0.03
7.367999999999999,0.982,-0.152,-0.024
7.417856,0.966,-0.126,-0.002
7.467903999999999,0.976,-0.132,-0.008
7.517952,0.992,-0.136,0.006
7.568,0.96,-0.11599999999999999,0.018000000000000002
7.617856,0.9420000000000001,-0.13,0.013999999999999999
7.667903999999999,0.894,-0.128,-0.01
7.717952,0.934,-0.138,-0.013999999999999999
7.768,0.9740000000000001,-0.16,0.038
7.817856,0.9740000000000001,-0.20600000000000002,0.055999999999999994
7.867903999999999,0.9740000000000001,-0.174,0.048
7.9179520000000005,0.9620000000000001,-0.138,0.046
7.968,0.9840000000000001,-0.16,0.032
8.017856,0.96,-0.142,0.006
8.067903999999999,0.9440000000000001,-0.136,-0.05
8.117952,0.9620000000000001,-0.14400000000000002,-0.066
8.168,1.166,-0.7440000000000001,-0.204
8.217856,0.976,-0.48200000000000004,-0.37200000000000005
8.267904,0.878,-0.20600000000000002,-0.248
8.317952,0.902,-0.298,-0.26
8.368,0.8079999999999999,-0.384,-0.22399999999999998
8.618856,0.862,-0.4,-0.348
8.668904,0.856,-0.43,-0.34600000000000003
8.718952,0.8759999999999999,-0.424,-0.4
8.769,0.9179999999999999,-0.52,-0.376
8.818856,0.8959999999999999,-0.52,-0.384
8.868903999999999,0.846,-0.34600000000000003,-0.29
8.918952,0.802,-0.298,-0.204
8.969,0.75,-0.28800000000000003,-0.2
9.018856,0.736,-0.266,-0.226
9.068904,0.718,-0.218,-0.25
9.118952,0.7659999999999999,-0.228,-0.266
9.169,0.888,-0.18,-0.306
9.218856,0.924,-0.184,-0.28
9.268904,1.08,-0.2,-0.282
9.318952000000001,1.08,-0.25,-0.244
9.369,0.988,-0.244,-0.242
9.418856,0.934,-0.184,-0.21600000000000003
9.468904,0.98,-0.136,-0.19399999999999998
9.518952,0.9620000000000001,-0.14400000000000002,-0.19
9.568999999999999,0.9540000000000001,-0.136,-0.17800000000000002
9.619856,0.892,-0.16,-0.20800000000000002
9.669903999999999,0.9259999999999999,-0.142,-0.20800000000000002
9.719952000000001,0.9359999999999999,-0.122,-0.20800000000000002
9.77,0.9279999999999999,-0.10400000000000001,-0.19
9.819856,0.92,-0.114,-0.18600000000000003
9.869904,0.972,-0.114,-0.17600000000000002
9.919952,0.95,-0.094,-0.154
9.97,0.9440000000000001,-0.11199999999999999,-0.132
10.019855999999999,0.93,-0.11599999999999999,-0.12
10.069904,0.946,-0.11800000000000001,-0.126
10.119952,0.96,-0.122,-0.142
10.17,0.96,-0.14400000000000002,-0.136
10.219856,0.9740000000000001,-0.14400000000000002,-0.154
10.269903999999999,0.978,-0.14800000000000002,-0.17
10.319952,0.976,-0.16,-0.18600000000000003
10.37,0.9640000000000001,-0.16,-0.19399999999999998
10.419856,0.9740000000000001,-0.16,-0.20800000000000002
10.469904,0.956,-0.158,-0.20199999999999999
10.519952,0.94,-0.17,-0.19
10.57,0.9420000000000001,-0.16,-0.168
10.620856,0.9359999999999999,-0.154,-0.14800000000000002
10.670904,0.9540000000000001,-0.16,-0.16
10.720952,0.9520000000000001,-0.172,-0.138
10.770999999999999,0.9179999999999999,-0.18,-0.11199999999999999
10.820856,0.91,-0.17600000000000002,-0.07200000000000001
10.870904,0.92,-0.16,-0.084
10.920952,0.982,-0.152,-0.08
10.970999999999998,0.972,-0.152,-0.064
11.020856,0.988,-0.18600000000000003,0.002
11.070903999999999,1.008,-0.18600000000000003,0.092
11.120952,0.978,-0.02,0.21600000000000003
11.171,0.966,-0.032,0.096
11.220856,0.958,-0.168,-0.016
11.270904,0.9079999999999999,-0.21,-0.07200000000000001
11.320952,0.95,-0.18,-0.066
11.370999999999999,0.96,-0.17,-0.057999999999999996
11.420856,0.9740000000000001,-0.17800000000000002,0.016
11.470903999999999,0.99,-0.11599999999999999,0.055999999999999994
11.520952000000001,0.972,-0.062,0.055999999999999994
11.571,0.968,-0.094,0.018000000000000002
11.621856,0.966,-0.132,-0.01
11.671904,0.9620000000000001,-0.138,-0.04
11.721952,0.972,-0.154,-0.032
11.772,0.992,-0.154,0.024
11.821856,0.992,-0.14400000000000002,0.024
11.871903999999999,0.986,-0.14400000000000002,0.016
11.921952000000001,0.966,-0.136,0.012
11.972000000000001,0.958,-0.14400000000000002,-0.016
12.021856,0.966,-0.14400000000000002,-0.008
12.071904,0.982,-0.142,0.006
12.121952,0.966,-0.142,0.006
12.172,0.97,-0.14800000000000002,0.022000000000000002
12.221855999999999,0.94,-0.16,-0.002
12.271904,0.966,-0.138,-0.008
12.321952,0.966,-0.14400000000000002,-0.008
12.372,0.96,-0.142,0.006
12.421856,0.966,-0.126,-0.004
12.471903999999999,0.978,-0.128,-0.008
12.521952,0.968,-0.122,0.006
12.572000000000001,0.9620000000000001,-0.132,-0.012
12.622856,0.9740000000000001,-0.11599999999999999,-0.008
12.672903999999999,0.982,-0.11599999999999999,-0.01
12.722952000000001,0.9740000000000001,-0.132,0.013999999999999999
12.773,0.966,-0.124,-0.002
12.822856,0.976,-0.126,-0.002
12.872904,0.972,-0.128,-0.004
12.922952,0.9740000000000001,-0.136,-0.008
12.972999999999999,0.966,-0.122,-0.01
13.022855999999999,0.966,-0.122,-0.012
13.072904,0.95,-0.138,-0.02
13.122952,0.972,-0.132,-0.016
13.173,0.96,-0.138,-0.008
13.222856,0.968,-0.126,-0.016
13.272904,0.968,-0.132,-0.008
13.322951999999999,0.968,-0.128,-0.024
13.373,0.9740000000000001,-0.136,-0.016
13.422856,0.972,-0.122,-0.026000000000000002
13.472904000000002,0.972,-0.128,-0.008
13.522951999999998,0.9620000000000001,-0.136,-0.002
13.573,0.97,-0.122,-0.008
13.622856,0.9840000000000001,-0.13,-0.026000000000000002
13.672904,0.976,-0.14400000000000002,-0.008
13.722952,0.9740000000000001,-0.136,-0.01
13.773,0.972,-0.122,0.002
13.823856,0.968,-0.12,-0.016
13.873904000000001,0.966,-0.11800000000000001,-0.016
13.923951999999998,0.966,-0.13,-0.018000000000000002
13.974,0.966,-0.12,0.008
14.023856,0.966,-0.128,-0.01
14.073904,0.976,-0.136,-0.012
14.123952,0.968,-0.126,-0.004
14.174000000000001,0.9620000000000001,-0.126,-0.008
14.223856,0.9740000000000001,-0.13,-0.01
14.273904000000002,0.976,-0.128,-0.002
14.323951999999998,0.972,-0.136,0.006
14.374,0.968,-0.126,-0.004
14.423855999999999,0.98,-0.136,-0.024
14.473904000000001,0.968,-0.132,0.006
14.523952,0.968,-0.122,-0.013999999999999999
14.574000000000002,0.972,-0.128,-0.002
14.623856,0.9740000000000001,-0.128,-0.004
14.673904,0.976,-0.136,-0.013999999999999999
14.723951999999999,0.966,-0.132,0.012
14.774000000000001,0.9740000000000001,-0.122,0.002
14.824856,0.972,-0.142,-0.002
14.874904,0.9740000000000001,-0.14800000000000002,-0.008
14.924952,0.9620000000000001,-0.14,-0.008
14.975,0.966,-0.128,-0.002
15.024856,0.9440000000000001,-0.142,0.006
15.074904,0.9740000000000001,-0.136,0.008
15.124951999999999,0.9620000000000001,-0.132,0.008
15.175,0.9740000000000001,-0.128,-0.002
15.224855999999999,0.96,-0.14400000000000002,-0.002
15.274904000000001,0.9740000000000001,-0.142,0.016
15.324952,0.9740000000000001,-0.14,-0.002
15.375,0.972,-0.13,-0.008
15.424856,0.966,-0.128,-0.008
15.474904,0.982,-0.14400000000000002,-0.016
15.524951999999999,0.968,-0.13,-0.008
15.575,0.9740000000000001,-0.136,-0.008
15.624856,0.958,-0.132,0.002
15.674904000000002,0.968,-0.136,-0.018000000000000002
15.724951999999998,0.966,-0.14400000000000002,-0.016
15.775,0.9740000000000001,-0.136,-0.002
15.825856,0.9440000000000001,-0.16,-0.01
15.875904,0.972,-0.14400000000000002,0.006
15.925951999999999,0.972,-0.146,-0.01
15.975999999999999,0.972,-0.136,-0.008
16.025856,0.9840000000000001,-0.128,-0.01
16.075904,0.9740000000000001,-0.14400000000000002,0.004
16.125951999999998,0.96,-0.142,0.006
16.176,0.9740000000000001,-0.146,-0.002
16.225856,0.9620000000000001,-0.15,-0.018000000000000002
16.275904,0.96,-0.154,-0.008
16.325951999999997,0.9620000000000001,-0.132,-0.026000000000000002
16.375999999999998,0.9740000000000001,-0.14400000000000002,-0.004
16.425856,0.9640000000000001,-0.146,-0.008
16.475904,0.966,-0.14400000000000002,-0.008
16.525952,0.972,-0.136,0.01
16.576,0.97,-0.138,0.006
16.625856,0.9740000000000001,-0.152,0.006
16.675904,0.9640000000000001,-0.128,-0.008
16.725952,0.972,-0.13,-0.02
16.776,0.968,-0.136,-0.018000000000000002
16.826856,0.968,-0.14400000000000002,-0.002
16.876904,0.9740000000000001,-0.14400000000000002,-0.008
16.926952,0.96,-0.132,-0.008
16.977,0.9740000000000001,-0.146,-0.02
17.026856,0.966,-0.142,-0.002
17.076904000000003,0.96,-0.146,0.006
17.126952,0.966,-0.152,-0.008
17.177,0.96,-0.14400000000000002,-0.016
17.226856,0.978,-0.152,-0.012
17.276904000000002,0.9740000000000001,-0.146,-0.016
17.326952,0.972,-0.138,-0.013999999999999999
17.377,0.9620000000000001,-0.14400000000000002,-0.002
17.426856,0.972,-0.128,-0.024
17.476904,0.978,-0.128,-0.008
17.526951999999998,0.9620000000000001,-0.13,-0.008
17.577,0.97,-0.14400000000000002,0.006
17.626856,0.96,-0.14400000000000002,-0.002
17.676904,0.966,-0.14800000000000002,0.006
17.726952,0.9740000000000001,-0.132,-0.008
17.777,0.972,-0.122,-0.004
17.827856,0.958,-0.132,-0.002
17.877904,0.9620000000000001,-0.122,-0.002
17.927951999999998,0.972,-0.136,-0.004
17.977999999999998,0.972,-0.126,-0.01
18.077904,0.966,-0.14400000000000002,-0.008
18.127952,0.97,-0.14400000000000002,-0.004
18.178,0.9740000000000001,-0.13,-0.01
18.227856,0.972,-0.136,-0.008
18.277904,0.9620000000000001,-0.138,-0.016
18.327952,0.972,-0.146,-0.004
18.378,0.968,-0.14800000000000002,-0.026000000000000002
18.427856,0.966,-0.14400000000000002,-0.03
18.477904000000002,0.9740000000000001,-0.154,0.008
18.527952,0.96,-0.136,-0.008
18.578,0.96,-0.136,0.012
18.627856,0.966,-0.142,-0.008
18.677904,0.982,-0.138,-0.013999999999999999
18.727952,0.966,-0.136,-0.008
18.778,0.958,-0.136,-0.004
18.877904,0.966,-0.14400000000000002,-0.016
18.927951999999998,0.9740000000000001,-0.136,-0.004
18.977999999999998,0.9740000000000001,-0.14800000000000002,-0.016
19.028856,0.966,-0.136,-0.01
19.078904,0.972,-0.142,-0.016
19.128951999999998,0.9840000000000001,-0.138,-0.018000000000000002
19.179000000000002,0.966,-0.13,-0.016
19.228856,0.982,-0.146,-0.01
19.278904,0.978,-0.142,-0.004
19.328951999999997,0.9740000000000001,-0.14400000000000002,-0.016
19.379,0.966,-0.132,-0.02
19.428856,0.966,-0.132,-0.012
19.478904,0.9740000000000001,-0.138,-0.018000000000000002
19.528952,0.976,-0.142,-0.016
19.579,0.966,-0.13,-0.008
19.628856,0.972,-0.122,-0.018000000000000002
19.678904,0.924,-0.142,-0.012
19.728952,0.978,-0.14400000000000002,-0.008
19.779,0.958,-0.13,-0.008
19.828856,0.966,-0.138,-0.008
19.878904000000002,0.934,-0.142,-0.002
19.928952,0.9740000000000001,-0.14400000000000002,0.004
19.979,0.978,-0.136,-0.012
20.029856,0.966,-0.132,-0.013999999999999999
20.079904,0.9440000000000001,-0.14400000000000002,-0.016
20.129952,0.9740000000000001,-0.136,-0.02
20.18,0.9259999999999999,-0.146,-0.02
20.279904000000002,0.966,-0.14400000000000002,-0.024
20.329952,0.976,-0.136,0.006
20.38,0.9740000000000001,-0.12,0.006
20.429856,0.9620000000000001,-0.14400000000000002,0.006
20.479904,0.968,-0.142,-0.013999999999999999
20.529951999999998,0.9740000000000001,-0.128,-0.008
20.58,0.978,-0.14400000000000002,-0.016
20.629856,0.9620000000000001,-0.136,-0.008
20.679904,0.966,-0.136,-0.002
20.729951999999997,0.966,-0.132,-0.008
20.78,0.968,-0.14400000000000002,-0.013999999999999999
20.829856,0.9620000000000001,-0.138,-0.004
20.879904,0.9740000000000001,-0.136,-0.008
20.929952,0.9740000000000001,-0.136,-0.002
20.98,0.966,-0.136,-0.002
21.030856,0.958,-0.13,-0.013999999999999999
21.080904,0.978,-0.136,-0.018000000000000002
21.130952,0.9740000000000001,-0.138,-0.004
21.180999999999997,0.968,-0.154,0.004
21.230856,0.9520000000000001,-0.136,-0.02
21.280904,0.976,-0.142,-0.01
21.330952,0.982,-0.14800000000000002,-0.02
21.381,0.9740000000000001,-0.14400000000000002,-0.026000000000000002
21.430856,0.972,-0.136,-0.01
21.480904000000002,0.972,-0.142,-0.004
21.530952,0.982,-0.154,-0.01
21.581,0.9740000000000001,-0.14,-0.002
21.630856,0.9640000000000001,-0.138,-0.008
21.680904,0.958,-0.146,-0.016
21.730952,0.966,-0.14400000000000002,-0.016
21.781,0.9740000000000001,-0.138,-0.008
21.830856,0.966,-0.142,-0.008
21.880904,0.95,-0.14800000000000002,-0.008
21.930951999999998,0.966,-0.136,0.008
21.980999999999998,0.9259999999999999,-0.14400000000000002,-0.016
22.031856,0.978,-0.136,-0.018000000000000002
22.081904,0.968,-0.14800000000000002,-0.016
22.131952,0.972,-0.14400000000000002,-0.016
22.182,0.966,-0.136,-0.016
22.231856,0.966,-0.14800000000000002,-0.02
22.281904,0.9740000000000001,-0.136,-0.026000000000000002
22.331951999999998,0.976,-0.136,-0.018000000000000002
22.381999999999998,0.972,-0.14400000000000002,-0.02
22.431856,0.96,-0.136,-0.02
22.481904,0.9740000000000001,-0.13,-0.027999999999999997
22.531952,0.972,-0.122,-0.02
22.581999999999997,0.97,-0.136,-0.027999999999999997
22.631856,0.9740000000000001,-0.128,-0.024
22.681904,0.982,-0.136,-0.024
22.731952,0.978,-0.132,-0.026000000000000002
22.781999999999996,0.966,-0.122,-0.01
22.831856,0.968,-0.126,0.006
22.881904000000002,0.9620000000000001,-0.13,-0.027999999999999997
22.931952,0.972,-0.128,-0.002
22.982,0.9740000000000001,-0.122,-0.016
23.032856,0.976,-0.122,-0.016
23.082904,0.9740000000000001,-0.154,-0.013999999999999999
23.132952,0.966,-0.126,-0.004
23.183000000000003,0.966,-0.13,-0.013999999999999999
23.232855999999998,0.968,-0.128,-0.02
23.282904000000002,0.968,-0.114,-0.016
23.332952,0.9740000000000001,-0.11800000000000001,-0.013999999999999999
23.383000000000003,0.966,-0.122,-0.004
23.432856,0.976,-0.114,-0.008
23.482904,0.9740000000000001,-0.136,-0.004
23.532951999999998,0.976,-0.14400000000000002,-0.002
23.583000000000002,0.97,-0.136,-0.012
23.632856,0.976,-0.136,-0.013999999999999999
23.682904,0.972,-0.128,-0.013999999999999999
23.732951999999997,0.96,-0.132,-0.016
23.783,0.972,-0.136,-0.008
23.832856,0.976,-0.128,-0.012
23.882904,0.968,-0.13,-0.013999999999999999
23.932952,0.976,-0.132,-0.026000000000000002
23.983,0.96,-0.128,-0.008
24.032856,0.978,-0.138,-0.008
24.082904,0.96,-0.128,-0.012
24.132952,0.9740000000000001,-0.128,-0.016
24.183000000000003,0.96,-0.134,-0.01
24.233856,0.972,-0.136,-0.018000000000000002
24.283904,0.982,-0.138,-0.016
24.333952,0.9740000000000001,-0.142,-0.008
24.384,0.958,-0.13,-0.004
24.433856,0.972,-0.14400000000000002,-0.016
24.483904000000003,0.958,-0.136,-0.013999999999999999
24.533952,0.972,-0.142,-0.002
24.584,0.958,-0.128,-0.024
24.633856,0.982,-0.136,-0.016
24.683904000000002,0.966,-0.136,-0.016
24.733952,0.9740000000000001,-0.138,-0.016
24.784000000000002,0.976,-0.13,-0.01
24.833856,0.93,-0.14400000000000002,-0.026000000000000002
24.883904,0.97,-0.142,-0.018000000000000002
24.933951999999998,0.9620000000000001,-0.136,-0.026000000000000002
24.984,0.978,-0.136,-0.018000000000000002
25.033856,0.95,-0.14800000000000002,-0.008
25.083904,0.972,-0.132,-0.026000000000000002
25.133951999999997,0.9620000000000001,-0.138,-0.013999999999999999
25.184,0.968,-0.146,-0.012
25.234856,0.93,-0.14800000000000002,-0.016
25.284904,0.968,-0.138,-0.016
25.334951999999998,0.966,-0.136,-0.01
25.385,0.9740000000000001,-0.136,-0.008
25.434856,0.9740000000000001,-0.154,-0.02
25.484904,0.966,-0.142,-0.01
25.534952,0.96,-0.142,-0.026000000000000002
25.585,0.9740000000000001,-0.14400000000000002,-0.008
25.634856,0.96,-0.136,-0.002
25.684904,0.966,-0.14400000000000002,-0.02
25.734952,0.966,-0.142,-0.01
25.785,0.966,-0.14800000000000002,-0.01
25.834856,0.978,-0.14400000000000002,-0.008
25.884904000000002,0.972,-0.152,-0.018000000000000002
25.934952,0.966,-0.136,-0.008
25.985,0.9620000000000001,-0.146,-0.013999999999999999
26.034856,0.96,-0.154,-0.013999999999999999
26.084904,0.976,-0.154,-0.018000000000000002
26.134952,0.96,-0.154,-0.013999999999999999
26.185,0.966,-0.158,-0.018000000000000002
26.235856,0.9520000000000001,-0.16,-0.004
26.285904,0.972,-0.154,-0.032
26.335952000000002,0.968,-0.16399999999999998,-0.008
26.386,0.972,-0.14800000000000002,-0.01
26.435856,0.972,-0.158,-0.002
26.485903999999998,0.966,-0.168,-0.016
26.535952,0.968,-0.162,-0.018000000000000002
26.586,0.968,-0.154,-0.016
26.635856,0.9520000000000001,-0.16399999999999998,-0.01
26.685903999999997,0.972,-0.154,-0.012
26.735952,0.966,-0.168,-0.01
26.785999999999998,0.9840000000000001,-0.156,-0.02
26.835856,0.9740000000000001,-0.158,-0.013999999999999999
26.885903999999996,0.96,-0.17,-0.024
26.935952,0.9740000000000001,-0.168,-0.03
26.986,0.968,-0.16,-0.02
27.035856,0.972,-0.158,-0.03
27.085904,0.968,-0.16,-0.024
27.135952000000003,0.972,-0.16399999999999998,-0.026000000000000002
27.186,0.9740000000000001,-0.16399999999999998,-0.026000000000000002
27.236856,0.966,-0.18,-0.032
27.286903999999996,0.958,-0.16399999999999998,-0.026000000000000002
27.336952,0.9620000000000001,-0.17800000000000002,-0.05
27.386999999999997,0.958,-0.17600000000000002,-0.05
27.436856,0.966,-0.17600000000000002,-0.04
27.486904,0.966,-0.168,-0.04
27.536952000000003,0.9740000000000001,-0.17600000000000002,-0.016
27.587,0.9740000000000001,-0.17800000000000002,-0.016
27.636855999999998,0.924,-0.18,-0.02
27.686904,0.966,-0.16,-0.013999999999999999
27.736952000000002,0.9740000000000001,-0.16399999999999998,-0.016
27.787,0.9740000000000001,-0.16,-0.024
27.836856,0.914,-0.162,-0.02
27.886903999999998,0.958,-0.158,-0.008
27.936952,0.966,-0.16,-0.02
27.987,0.96,-0.154,-0.018000000000000002
28.036856,0.92,-0.154,-0.018000000000000002
28.086903999999997,0.966,-0.154,-0.002
28.136952,0.966,-0.14800000000000002,-0.008
28.186999999999998,0.96,-0.16,0.006
28.237856,0.96,-0.158,-0.008
28.337952,0.9740000000000001,-0.162,-0.01
28.388,0.9440000000000001,-0.16,0.012
28.437856,0.966,-0.17800000000000002,0.008
28.487903999999997,0.966,-0.158,0.016
28.588,0.972,-0.154,0.006
28.637856,0.9740000000000001,-0.14800000000000002,0.006
28.687904,0.9620000000000001,-0.146,0.008
28.737952000000003,0.966,-0.152,-0.004
28.788,0.968,-0.154,-0.008
28.837856,0.946,-0.154,0.008
28.887904,0.972,-0.154,0.006
28.937952000000003,0.9840000000000001,-0.16,-0.01
28.988000000000003,0.972,-0.168,-0.002
29.037856,0.95,-0.16,0.018000000000000002
29.087903999999998,0.9740000000000001,-0.154,0.002
29.137952000000002,0.972,-0.152,0.006
29.188000000000002,0.958,-0.14800000000000002,-0.008
29.237856,0.956,-0.154,0.008
29.287903999999997,0.9740000000000001,-0.154,0.006
29.337952,0.96,-0.154,0.006
29.388,0.9620000000000001,-0.158,-0.012
29.438856,0.968,-0.146,0.006
29.488903999999998,0.972,-0.146,-0.012
29.538952000000002,0.9620000000000001,-0.134,0.002
29.589000000000002,0.96,-0.136,-0.016
29.638856,0.9440000000000001,-0.13,-0.026000000000000002
29.688903999999997,0.9740000000000001,-0.136,-0.004
29.738952,0.976,-0.14400000000000002,0.008
29.789,0.976,-0.16,0.008
29.838856,0.96,-0.154,-0.002
29.888903999999997,0.982,-0.168,-0.008
29.938952,0.9620000000000001,-0.152,-0.004
29.989,0.9620000000000001,-0.154,-0.008
30.038856,0.9420000000000001,-0.154,-0.002
30.088904,0.968,-0.152,-0.002
30.138952000000003,0.9620000000000001,-0.138,0.008
30.189,0.9740000000000001,-0.13,0.016
