name,index,start,end
p_stand,10,731.015,733.275
t_bend,11,733.305,734.195
p_bent,5,734.24,735.83
t_straighten,18,735.895,736.635
p_stand,10,736.68,738.02
t_turn,19,738.04,738.76
a_walk,4,738.8,741.93
p_stand,10,741.965,751.33
t_turn,19,751.375,753.675
a_walk,4,753.735,756.115
t_turn,19,756.175,756.965
p_stand,10,757.0,758.17
a_walk,4,758.23,760.2
p_stand,10,760.255,767.835
t_turn,19,767.895,769.045
a_walk,4,769.12,770.25
p_stand,10,770.3,770.91
t_bend,11,770.945,771.395
p_bent,5,771.44,772.935
t_straighten,18,772.935,773.705
p_stand,10,773.75,775.33
t_turn,19,775.36,776.29
a_walk,4,776.355,780.895
p_stand,10,780.955,782.965
t_turn,19,783.03,784.36
a_walk,4,784.405,786.045
p_stand,10,786.082,788.0219999999999
t_bend,11,788.052,788.7819999999999
p_bent,5,788.812,791.9019999999999
t_straighten,18,791.967,792.857
p_stand,10,792.9019999999999,796.212
a_walk,4,796.2769999999999,799.817
p_stand,10,799.8739999999999,802.324
t_bend,11,802.3789999999999,802.789
p_bent,5,802.834,803.924
t_straighten,18,803.959,804.679
p_stand,10,804.7189999999999,807.3689999999999
t_turn,19,807.424,808.3739999999999
p_stand,10,808.434,816.174
a_walk,4,816.2139999999999,816.6239999999999
p_stand,10,816.67,819.73
t_turn,19,819.775,821.075
p_stand,10,821.12,825.34
t_turn,19,825.38,826.28
p_stand,10,826.3,835.93
t_turn,19,835.99,837.88
p_stand,10,837.995,839.075
t_turn,19,839.125,840.155
a_walk,4,840.205,841.225
p_stand,10,841.275,843.055
t_turn,19,843.125,845.975
p_stand,10,846.05,846.63
t_turn,19,846.695,848.545
a_walk,4,848.61,849.24
p_stand,10,849.245,849.875
t_bend,11,849.895,850.635
p_bent,5,850.69,851.14
t_straighten,18,851.195,851.615
t_turn,19,851.7,852.67
a_walk,4,852.755,854.775
t_turn,19,854.815,856.065
p_stand,10,856.14,859.41
t_turn,19,859.475,860.325
p_stand,10,860.36,860.99
a_walk,4,861.055,862.045
t_turn,19,862.09,862.81
p_stand,10,862.87,864.08
t_turn,19,864.155,864.935
p_stand,10,865.015,866.755
t_turn,19,866.825,867.715
p_stand,10,867.74,882.37
t_turn,19,882.445,883.655
p_stand,10,883.715,887.615
a_walk,4,887.705,888.985
p_stand,10,889.03,893.29
t_turn,19,893.34,894.49
a_walk,4,894.545,895.965
p_stand,10,896.04,900.09
t_bend,11,900.155,900.655
p_bent,5,900.695,914.57
t_straighten,18,914.62,914.83
t_turn,19,914.875,915.525
a_walk,4,915.58,917.27
t_bend,11,917.325,918.045
p_bent,5,918.115,919.895
t_straighten,18,919.935,920.235
t_turn,19,920.3,920.97
p_stand,10,921.01,933.65
t_turn,19,933.68,936.68
a_walk,4,936.75,939.22
p_stand,10,939.29,944.61
t_turn,19,944.68,946.22
a_walk,4,946.3,947.57
p_stand,10,947.645,956.195
t_turn,19,956.25,957.11
a_walk,4,957.205,959.875
p_stand,10,959.97,961.06
t_turn,19,961.125,962.045
p_stand,10,962.09,1017.51
t_turn,19,1017.59,1018.26
a_walk,4,1018.305,1019.865
p_stand,10,1019.895,1021.285
t_bend,11,1021.37,1021.85
p_bent,5,1021.905,1022.245
t_straighten,18,1022.28,1022.61
p_stand,10,1022.715,1027.445
t_turn,19,1027.52,1028.06
a_walk,4,1028.14,1030.07
p_stand,10,1030.095,1035.765
t_turn,19,1035.81,1039.41
p_stand,10,1039.445,1040.635
t_turn,19,1040.71,1041.77
a_walk,4,1041.795,1043.445
t_turn,19,1043.48,1044.64
a_walk,4,1044.7,1046.31
p_stand,10,1046.35,1047.26
t_turn,19,1047.315,1048.665
a_walk,4,1048.71,1050.3
a_ascend,0,1050.365,1052.415
a_walk,4,1052.47,1057.65
p_stand,10,1057.71,1059.36
a_walk,4,1059.415,1063.185
t_turn,19,1063.24,1065.04
t_bend,11,1065.09,1066.3
p_bent,5,1066.33,1069.19
t_straighten,18,1069.205,1069.875
t_turn,19,1069.94,1070.9
p_stand,10,1070.93,1073.93
t_turn,19,1073.97,1075.89
p_stand,10,1075.94,1077.73
a_walk,4,1077.795,1078.515
t_stand_sit,17,1078.555,1080.505
p_sit,8,1080.54,1088.26
t_turn,19,1088.32,1089.035
p_sit,8,1089.035,1089.925
t_turn,19,1089.94,1090.44
p_sit,8,1090.5,1094.91
t_turn,19,1094.965,1095.835
p_sit,8,1095.86,1097.72
t_turn,19,1097.75,1099.29
p_sit,8,1099.32,1103.6
t_turn,19,1103.66,1105.22
p_sit,8,1105.235,1107.775
t_turn,19,1107.805,1108.995
p_sit,8,1109.01,1131.37
t_turn,19,1131.405,1132.515
p_sit,8,1132.53,1134.91
t_turn,19,1134.93,1136.33
p_sit,8,1136.36,1142.43
t_turn,19,1142.465,1143.725
p_sit,8,1143.79,1145.71
t_turn,19,1145.74,1147.11
p_sit,8,1147.145,1149.195
t_bend,11,1149.23,1149.99
p_bent,5,1150.05,1151.04
t_straighten,18,1151.065,1151.545
p_sit,8,1151.565,1197.89
t_bend,11,1197.93,1198.49
p_bent,5,1198.54,1204.88
t_straighten,18,1204.92,1206.11
p_sit,8,1206.14,1252.04
t_bend,11,1252.055,1252.795
p_bent,5,1252.845,1256.265
t_straighten,18,1256.32,1257.23
p_sit,8,1257.28,1280.69
t_bend,11,1280.71,1281.38
p_bent,5,1281.45,1285.08
t_straighten,18,1285.135,1285.595
p_sit,8,1285.63,1306.162
t_bend,11,1306.21,1306.72
p_bent,5,1306.77,1307.66
t_straighten,18,1307.685,1308.495
p_sit,8,1308.525,1308.795
t_sit_stand,15,1308.83,1309.92
t_turn,19,1309.965,1311.685
a_walk,4,1311.775,1313.365
p_stand,10,1313.4,1314.42
t_turn,19,1314.45,1315.11
t_bend,11,1315.16,1315.43
t_straighten,18,1315.495,1315.705
t_turn,19,1315.73,1316.18
t_turn,19,1316.245,1317.045
t_bend,11,1317.065,1317.315
p_bent,5,1317.36,1318.35
t_straighten,18,1318.415,1319.025
t_turn,19,1319.06,1319.63
p_stand,10,1319.715,1322.995
a_walk,4,1323.055,1329.575
p_stand,10,1329.625,1331.215
a_descend,1,1331.24,1333.37
a_walk,4,1333.425,1336.875
p_stand,10,1336.92,1337.91
t_turn,19,1337.94,1338.73
a_walk,4,1338.785,1339.335
t_bend,11,1339.38,1340.09
p_bent,5,1340.145,1347.575
t_straighten,18,1347.62,1348.01
t_turn,19,1348.075,1348.665
a_walk,4,1348.7,1349.98
p_stand,10,1350.02,1377.145
t_turn,19,1377.17,1377.39
p_stand,10,1377.43,1378.57
a_walk,4,1378.63,1379.45
p_stand,10,1379.48,1381.37
t_turn,19,1381.405,1382.845
p_stand,10,1382.885,1383.685
t_turn,19,1383.69,1386.13
p_stand,10,1386.18,1393.45
a_walk,4,1393.555,1397.245
p_stand,10,1397.275,1398.855
t_bend,11,1398.905,1399.705
p_bent,5,1399.725,1400.425
t_straighten,18,1400.465,1401.105
p_stand,10,1401.18,1406.38
t_bend,11,1406.42,1407.1
p_bent,5,1407.16,1407.84
t_straighten,18,1407.9,1408.25
p_stand,10,1408.305,1409.685
t_turn,19,1409.745,1411.455
a_walk,4,1411.49,1412.94
p_stand,10,1412.96,1413.9
a_ascend,0,1413.94,1415.66
a_walk,4,1415.71,1419.18
a_ascend,0,1419.23,1429.29
a_walk,4,1429.32,1432.39
t_turn,19,1432.455,1434.175
p_stand,10,1434.21,1436.15
t_turn,19,1436.195,1438.375
p_stand,10,1438.435,1441.595
a_walk,4,1441.645,1444.325
p_stand,10,1444.36,1452.94
t_turn,19,1452.98,1456.68
a_walk,4,1456.73,1458.39
t_turn,19,1458.44,1460.25
p_stand,10,1460.295,1461.915
t_bend,11,1461.975,1463.045
p_bent,5,1463.09,1468.25
t_straighten,18,1468.29,1469.48
p_stand,10,1469.525,1473.615
t_stand_kneel,16,1473.67,1475.68
p_kneel,6,1475.735,1479.175
t_kneel_stand,12,1479.245,1480.895
p_stand,10,1480.95,1484.92
t_turn,19,1484.935,1486.115
a_walk,4,1486.175,1487.155
t_stand_sit,17,1487.195,1488.805
p_sit,8,1488.85,1492.57
t_sit_lie,14,1492.625,1495.155
p_lie,7,1495.22,1499.39
t_turn,19,1499.425,1500.855
p_lie,7,1500.855,1507.325
t_turn,19,1507.34,1508.66
p_lie,7,1508.69,1516.395
t_lie_sit,13,1516.395,1518.125
p_sit,8,1518.17,1523.595
t_sit_stand,15,1523.595,1525.125
p_stand,10,1525.18,1531.53
t_bend,11,1531.53,1532.545
p_bent,5,1532.545,1536.085
t_straighten,18,1536.085,1537.285
p_stand,10,1537.325,1541.525
t_stand_kneel,16,1541.555,1543.265
p_kneel,6,1543.29,1547.75
t_kneel_stand,12,1547.81,1549.72
p_stand,10,1549.785,1552.365
t_stand_sit,17,1552.405,1554.435
p_sit,8,1554.5,1558.97
t_sit_lie,14,1558.995,1560.345
p_lie,7,1560.39,1565.67
t_turn,19,1565.695,1567.585
p_lie,7,1567.64,1574.02
t_turn,19,1574.02,1575.56
p_lie,7,1575.6,1580.155
t_lie_sit,13,1580.155,1581.775
p_sit,8,1581.825,1586.305
t_sit_stand,15,1586.335,1587.465
p_stand,10,1587.515,1594.445
t_bend,11,1594.445,1595.655
p_bent,5,1595.69,1598.465
t_straighten,18,1598.48,1599.73
p_stand,10,1599.775,1603.335
t_stand_kneel,16,1603.365,1605.04
p_kneel,6,1605.04,1609.34
t_kneel_stand,12,1609.37,1611.34
p_stand,10,1611.405,1614.505
t_stand_sit,17,1614.545,1616.155
p_sit,8,1616.16,1621.0
t_sit_lie,14,1621.0,1622.31
p_lie,7,1622.31,1627.05
t_turn,19,1627.05,1628.43
p_lie,7,1628.46,1633.77
t_turn,19,1633.785,1634.695
p_lie,7,1634.72,1639.62
t_lie_sit,13,1639.63,1641.34
p_sit,8,1641.395,1647.375
t_sit_stand,15,1647.425,1648.845
p_stand,10,1648.925,1655.895
t_bend,11,1655.95,1657.12
p_bent,5,1657.185,1660.515
t_straighten,18,1660.54,1662.32
p_stand,10,1662.38,1664.95
t_stand_kneel,16,1665.005,1667.415
p_kneel,6,1667.45,1670.8
t_kneel_stand,12,1670.815,1672.325
p_stand,10,1672.37,1675.24
t_stand_sit,17,1675.285,1677.215
p_sit,8,1677.26,1682.52
t_sit_lie,14,1682.57,1683.69
p_lie,7,1683.69,1687.42
t_turn,19,1687.435,1688.995
p_lie,7,1689.045,1694.685
t_turn,19,1694.685,1695.985
p_lie,7,1696.025,1701.055
t_lie_sit,13,1701.06,1702.81
p_sit,8,1702.865,1706.825
t_sit_stand,15,1706.885,1708.405
p_stand,10,1708.435,1715.115
t_bend,11,1715.135,1715.865
p_bent,5,1715.88,1718.36
t_straighten,18,1718.36,1719.42
p_stand,10,1719.46,1723.1
t_stand_kneel,16,1723.1,1724.94
p_kneel,6,1724.97,1728.785
t_kneel_stand,12,1728.785,1730.385
p_stand,10,1730.435,1734.105
t_stand_sit,17,1734.16,1735.97
p_sit,8,1736.005,1741.355
t_sit_lie,14,1741.37,1742.61
p_lie,7,1742.64,1747.61
t_turn,19,1747.645,1749.285
p_lie,7,1749.325,1753.515
t_turn,19,1753.52,1754.84
p_lie,7,1754.86,1759.78
t_lie_sit,13,1759.78,1761.56
p_sit,8,1761.6,1767.28
t_sit_stand,15,1767.33,1768.82
p_stand,10,1768.87,1776.28
a_walk,4,1776.28,1778.93
p_stand,10,1778.945,1781.285
a_walk,4,1781.315,1782.805
t_turn,19,1782.86,1784.24
p_stand,10,1784.27,1785.64
a_walk,4,1785.675,1787.925
t_turn,19,1787.98,1788.71
p_stand,10,1788.74,1791.35
t_turn,19,1791.365,1792.505
a_walk,4,1792.555,1793.6
t_bend,11,1793.6,1794.15
p_bent,5,1794.19,1795.95
t_straighten,18,1795.98,1796.11
t_turn,19,1796.145,1796.675
t_stand_sit,17,1796.69,1797.91
p_sit,8,1797.94,1817.44
t_sit_stand,15,1817.47,1818.08
t_turn,19,1818.135,1819.555
p_stand,10,1819.58,1820.58
t_turn,19,1820.61,1821.44
p_stand,10,1821.495,1838.52
t_turn,19,1838.565,1840.025
p_stand,10,1840.06,1848.57
t_turn,19,1848.615,1851.505
p_stand,10,1851.56,1854.24
a_walk,4,1854.26,1856.12
t_turn,19,1856.19,1857.59
p_stand,10,1857.635,1859.645
t_turn,19,1859.69,1861.74
a_walk,4,1861.805,1864.265
t_turn,19,1864.305,1865.615
p_stand,10,1865.66,1868.07
t_turn,19,1868.115,1870.125
a_walk,4,1870.19,1874.14
p_stand,10,1874.21,1879.76
t_turn,19,1879.805,1881.785
a_walk,4,1881.845,1888.605
p_stand,10,1888.68,1895.95
a_walk,4,1895.995,1896.945
t_turn,19,1896.99,1897.66
p_stand,10,1897.71,1900.38
t_turn,19,1900.435,1901.855
a_walk,4,1901.875,1903.505
a_descend,1,1903.55,1907.39
a_walk,4,1907.48,1908.16
t_turn,19,1908.18,1910.2
p_stand,10,1910.25,1912.78
t_turn,19,1912.82,1914.51
p_stand,10,1914.58,1922.59
a_walk,4,1922.665,1923.695
t_bend,11,1923.75,1925.23
p_bent,5,1925.27,1928.77
t_straighten,18,1928.805,1930.095
p_stand,10,1930.13,1938.525
t_bend,11,1938.565,1939.725
p_bent,5,1939.75,1941.93
t_straighten,18,1941.945,1943.215
p_stand,10,1943.24,1954.48
t_bend,11,1954.58,1955.8
p_bent,5,1955.84,1957.42
t_straighten,18,1957.46,1958.26
p_stand,10,1958.28,1962.29
a_walk,4,1962.315,1963.135
p_stand,10,1963.175,1968.975
t_turn,19,1969.035,1970.145
a_walk,4,1970.21,1972.17
p_stand,10,1972.225,1974.065
t_turn,19,1974.115,1975.905
p_stand,10,1975.955,1985.145
a_walk,4,1985.21,1985.96
p_stand,10,1986.02,2039.16
a_walk,4,2039.22,2040.37
p_stand,10,2040.41,2041.57
a_walk,4,2041.64,2042.77
p_stand,10,2042.825,2050.755
t_turn,19,2050.83,2051.99
p_stand,10,2052.07,2064.41
a_walk,4,2064.41,2066.84
p_stand,10,2066.885,2071.485
a_walk,4,2071.525,2073.435
a_descend,1,2073.46,2078.65
a_walk,4,2078.705,2082.005
t_turn,19,2082.065,2084.675
t_bend,11,2084.72,2085.26
p_bent,5,2085.29,2085.935
t_straighten,18,2085.935,2086.425
t_turn,19,2086.44,2089.74
p_stand,10,2089.785,2094.335
t_turn,19,2094.38,2095.495
a_walk,4,2095.495,2096.915
p_stand,10,2096.965,2099.445
t_turn,19,2099.465,2102.21
t_bend,11,2102.265,2103.025
p_bent,5,2103.08,2103.8
t_stand_sit,17,2103.845,2105.035
p_sit,8,2105.07,2126.61
t_sit_stand,15,2126.635,2127.965
p_stand,10,2128.01,2128.56
t_turn,19,2128.625,2130.775
p_stand,10,2130.82,2135.38
t_turn,19,2135.42,2137.79
a_walk,4,2137.855,2139.385
p_stand,10,2139.43,2140.37
a_jump,2,2140.4,2142.05
p_stand,10,2142.115,2145.195
a_walk,4,2145.255,2146.145
p_stand,10,2146.18,2147.48
t_turn,19,2147.53,2149.71
a_walk,4,2149.79,2151.17
p_stand,10,2151.21,2154.05
a_walk,4,2154.075,2154.95
