name,index,start,end
t_bend,11,728.0110000000001,728.475
p_bent,5,728.493,730.102
t_straighten,18,730.1189999999999,730.8560000000001
p_stand,10,730.887,732.778
t_bend,11,732.809,733.418
p_bent,5,733.435,735.2810000000001
t_straighten,18,735.298,736.217
a_walk,4,736.243,737.579
t_turn,19,737.591,738.673
a_walk,4,738.673,741.6089999999999
p_stand,10,741.617,751.154
t_turn,19,751.16,753.86
a_walk,4,753.878,755.987
t_turn,19,756.0,756.672
p_stand,10,756.676,757.3860000000001
a_walk,4,757.408,760.2080000000001
p_stand,10,760.221,765.227
t_turn,19,765.237,766.301
p_stand,10,766.328,767.873
a_walk,4,767.904,770.1310000000001
t_bend,11,770.1569999999999,771.285
p_bent,5,771.316,772.625
t_straighten,18,772.6469999999999,773.81
p_stand,10,773.841,774.9680000000001
t_turn,19,774.9810000000001,775.9630000000001
a_walk,4,775.9760000000001,779.831
p_stand,10,779.8430000000001,782.7339999999999
t_turn,19,782.7560000000001,784.365
a_walk,4,784.382,786.61
p_stand,10,786.6360000000001,787.555
t_bend,11,787.59,788.863
p_bent,5,788.885,791.303
t_straighten,18,791.316,792.398
p_stand,10,792.416,795.334
a_walk,4,795.352,799.052
p_stand,10,799.07,801.959
t_turn,19,801.9730000000001,804.654
p_stand,10,804.681,807.317
t_turn,19,807.3389999999999,808.685
p_stand,10,808.716,815.513
a_walk,4,815.5360000000001,816.836
p_stand,10,816.8539999999999,819.535
t_turn,19,819.535,821.2719999999999
p_stand,10,821.289,825.316
t_turn,19,825.342,827.2330000000001
p_stand,10,827.237,836.076
t_turn,19,836.081,837.0089999999999
p_stand,10,837.0210000000001,838.7669999999999
t_turn,19,838.789,840.198
a_walk,4,840.215,841.452
p_stand,10,841.482,842.924
t_turn,19,842.956,845.7389999999999
p_stand,10,845.788,846.7130000000001
t_turn,19,846.737,847.971
a_walk,4,848.0,849.3330000000001
t_bend,11,849.337,850.312
p_bent,5,850.328,851.1030000000001
t_straighten,18,851.1189999999999,851.6439999999999
a_walk,4,851.66,855.285
t_turn,19,855.316,856.1489999999999
p_stand,10,856.166,859.4069999999999
t_turn,19,859.424,860.757
p_stand,10,860.775,862.158
t_turn,19,862.166,862.791
t_bend,11,862.799,863.7330000000001
t_straighten,18,863.75,864.5989999999999
p_stand,10,864.6080000000001,866.982
t_turn,19,867.0,867.7489999999999
p_stand,10,867.7660000000001,880.816
t_turn,19,880.8330000000001,883.816
p_stand,10,883.841,887.5160000000001
t_turn,19,887.541,889.508
p_stand,10,889.5239999999999,893.058
t_turn,19,893.082,895.0989999999999
a_walk,4,895.1239999999999,896.023
p_stand,10,896.0239999999999,914.691
t_turn,19,914.699,915.741
a_walk,4,915.749,918.173
t_bend,11,918.199,919.632
t_turn,19,919.649,920.873
p_stand,10,920.891,924.632
t_turn,19,924.649,925.057
p_stand,10,925.074,933.149
t_turn,19,933.157,937.482
a_walk,4,937.507,940.082
p_stand,10,940.107,944.874
t_turn,19,944.874,946.124
a_walk,4,946.133,947.424
p_stand,10,947.433,953.54
t_turn,19,953.549,954.374
p_stand,10,954.398,956.065
t_turn,19,956.09,956.34
a_walk,4,956.357,957.982
p_stand,10,958.007,961.115
t_turn,19,961.14,962.907
p_stand,10,962.924,1007.799
t_turn,19,1007.824,1009.115
p_stand,10,1009.124,1009.89
t_turn,19,1009.907,1013.065
p_stand,10,1013.082,1014.299
t_turn,19,1014.315,1014.94
p_stand,10,1014.958,1017.224
a_walk,4,1017.249,1020.132
p_stand,10,1020.148,1020.857
t_bend,11,1020.866,1021.799
t_straighten,18,1021.832,1022.765
t_turn,19,1022.791,1024.516
p_bent,5,1024.533,1026.141
t_straighten,18,1026.19,1027.157
a_walk,4,1027.174,1030.1989999999998
p_stand,10,1030.215,1031.107
t_turn,19,1031.132,1032.274
p_stand,10,1032.274,1036.549
t_turn,19,1036.5739999999998,1038.524
a_walk,4,1038.565,1039.515
p_stand,10,1039.532,1040.465
t_turn,19,1040.474,1041.374
a_walk,4,1041.399,1043.157
t_turn,19,1043.183,1044.241
a_walk,4,1044.274,1046.382
t_turn,19,1046.408,1047.657
a_walk,4,1047.674,1050.216
a_ascend,0,1050.232,1052.049
a_walk,4,1052.082,1057.216
p_stand,10,1057.232,1059.265
a_walk,4,1059.282,1062.5739999999998
t_turn,19,1062.598,1064.832
t_bend,11,1064.841,1066.54
p_bent,5,1066.557,1069.057
t_straighten,18,1069.0739999999998,1070.691
p_stand,10,1070.708,1074.1660000000002
t_turn,19,1074.174,1075.215
p_stand,10,1075.224,1076.724
a_walk,4,1076.749,1078.298
t_bend,11,1078.315,1079.607
t_stand_sit,17,1079.624,1080.724
p_sit,8,1080.732,1309.132
t_sit_stand,15,1309.157,1310.174
t_turn,19,1310.191,1311.39
a_walk,4,1311.4070000000002,1313.024
p_stand,10,1313.024,1313.9070000000002
t_turn,19,1313.924,1316.507
t_bend,11,1316.524,1318.483
t_straighten,18,1318.491,1319.374
p_stand,10,1319.375,1322.299
a_walk,4,1322.3570000000002,1328.421
a_descend,1,1328.466,1333.0770000000002
a_walk,4,1333.111,1336.5
p_stand,10,1336.533,1337.822
t_turn,19,1337.856,1339.259
t_bend,11,1339.285,1340.9489999999998
p_bent,5,1340.965,1347.611
t_straighten,18,1347.621,1348.1329999999998
a_walk,4,1348.1329999999998,1349.688
p_stand,10,1349.697,1377.159
t_turn,19,1377.2089999999998,1379.167
p_stand,10,1379.184,1381.806
t_turn,19,1381.831,1396.89
p_stand,10,1396.899,1398.445
t_bend,11,1398.469,1399.931
t_straighten,18,1399.9489999999998,1401.226
p_stand,10,1401.261,1405.9520000000002
t_bend,11,1405.979,1406.979
t_straighten,18,1407.005,1408.3010000000002
p_stand,10,1408.315,1409.489
t_turn,19,1409.516,1411.455
a_walk,4,1411.496,1412.214
a_ascend,0,1412.234,1415.287
a_walk,4,1415.308,1419.207
a_ascend,0,1419.234,1428.684
a_walk,4,1428.724,1431.614
t_turn,19,1431.641,1434.109
p_stand,10,1434.146,1436.641
t_turn,19,1436.659,1437.467
a_walk,4,1437.503,1443.871
p_stand,10,1443.917,1453.458
t_turn,19,1453.504,1454.889
p_stand,10,1454.935,1456.558
a_walk,4,1456.558,1460.99
p_stand,10,1461.009,1462.109
t_bend,11,1462.128,1463.0179999999998
p_bent,5,1463.063,1467.898
t_straighten,18,1467.944,1468.99
p_stand,10,1469.035,1473.806
t_stand_kneel,16,1473.852,1475.504
p_squat,9,1475.504,1478.5410000000002
t_kneel_stand,12,1478.559,1480.55
p_stand,10,1480.5770000000002,1485.302
t_turn,19,1485.329,1486.724
t_stand_sit,17,1486.733,1489.1370000000002
p_sit,8,1489.146,1492.44
t_sit_lie,14,1492.458,1495.063
p_lie,7,1495.1,1507.375
t_turn,19,1507.412,1508.183
p_lie,7,1508.21,1516.5770000000002
t_lie_sit,13,1516.5870000000002,1518.165
p_sit,8,1518.21,1523.402
t_sit_stand,15,1523.4029999999998,1525.146
p_stand,10,1525.155,1531.724
t_bend,11,1531.769,1532.7879999999998
p_bent,5,1532.8339999999998,1536.063
t_straighten,18,1536.064,1537.091
p_stand,10,1537.118,1541.852
t_stand_kneel,16,1541.879,1543.081
p_kneel,6,1543.1,1548.063
t_kneel_stand,12,1548.082,1549.8429999999998
p_stand,10,1549.861,1552.7420000000002
t_stand_sit,17,1552.7520000000002,1555.256
p_sit,8,1555.274,1559.265
t_sit_lie,14,1559.274,1560.448
p_lie,7,1560.486,1566.32
t_turn,19,1566.339,1567.779
p_lie,7,1567.807,1573.963
t_turn,19,1573.981,1575.431
p_lie,7,1575.458,1580.109
t_lie_sit,13,1580.128,1582.064
p_sit,8,1582.1,1585.99
t_sit_stand,15,1586.017,1587.724
p_stand,10,1587.751,1594.384
t_bend,11,1594.421,1595.852
p_bent,5,1595.871,1598.797
t_straighten,18,1598.861,1599.769
p_stand,10,1599.807,1603.963
t_stand_kneel,16,1603.99,1605.348
p_kneel,6,1605.394,1609.871
t_kneel_stand,12,1609.898,1611.412
p_stand,10,1611.44,1614.696
t_stand_sit,17,1614.733,1616.384
p_sit,8,1616.421,1621.614
t_sit_lie,14,1621.641,1623.21
p_lie,7,1623.219,1627.412
t_turn,19,1627.439,1628.971
p_lie,7,1628.971,1633.246
t_turn,19,1633.274,1634.898
p_lie,7,1634.944,1639.751
t_lie_sit,13,1639.7520000000002,1641.229
p_sit,8,1641.247,1647.7879999999998
t_sit_stand,15,1647.797,1649.174
p_stand,10,1649.21,1656.063
t_bend,11,1656.1,1657.9160000000002
p_bent,5,1657.935,1661.118
t_straighten,18,1661.128,1662.283
p_stand,10,1662.3010000000002,1665.1729999999998
t_stand_kneel,16,1665.201,1667.43
p_kneel,6,1667.467,1671.1
t_kneel_stand,12,1671.109,1672.466
p_stand,10,1672.476,1675.164
t_stand_sit,17,1675.21,1677.32
p_sit,8,1677.329,1682.1729999999998
t_sit_lie,14,1682.191,1683.5870000000002
p_lie,7,1683.5870000000002,1687.944
t_turn,19,1687.989,1689.155
p_lie,7,1689.192,1694.99
t_turn,19,1694.999,1696.054
p_lie,7,1696.109,1701.668
t_lie_sit,13,1701.715,1703.5770000000002
p_sit,8,1703.604,1707.329
t_sit_stand,15,1707.3570000000002,1708.605
p_stand,10,1708.632,1714.999
t_bend,11,1715.0079999999998,1716.027
p_bent,5,1716.063,1718.43
t_straighten,18,1718.43,1719.4489999999998
p_stand,10,1719.495,1723.091
t_stand_kneel,16,1723.1,1725.302
p_kneel,6,1725.302,1728.8339999999998
t_kneel_stand,12,1728.8339999999998,1730.073
p_stand,10,1730.1,1734.302
t_stand_sit,17,1734.329,1736.063
p_sit,8,1736.063,1741.3929999999998
t_sit_lie,14,1741.421,1742.825
p_lie,7,1742.833,1747.8239999999998
t_turn,19,1747.8429999999998,1749.861
p_lie,7,1749.889,1753.3570000000002
t_turn,19,1753.3570000000002,1754.8339999999998
p_lie,7,1754.8339999999998,1759.77
t_lie_sit,13,1759.806,1761.256
p_sit,8,1761.283,1767.339
t_sit_stand,15,1767.384,1769.091
p_stand,10,1769.1,1776.751
a_walk,4,1776.761,1779.751
p_stand,10,1779.77,1781.256
a_walk,4,1781.302,1783.4489999999998
p_stand,10,1783.504,1786.036
a_walk,4,1786.055,1788.275
p_stand,10,1788.32,1791.513
t_turn,19,1791.55,1792.5220000000002
a_walk,4,1792.531,1793.797
t_bend,11,1793.797,1795.183
p_stand,10,1795.201,1795.8429999999998
t_stand_sit,17,1795.871,1798.054
p_sit,8,1798.063,1817.348
t_sit_stand,15,1817.357,1818.292
t_turn,19,1818.311,1819.898
p_stand,10,1819.935,1820.44
t_turn,19,1820.466,1821.732
a_walk,4,1821.751,1822.962
p_stand,10,1822.99,1836.302
t_turn,19,1836.302,1837.678
p_stand,10,1837.706,1848.1
t_turn,19,1848.146,1849.494
p_stand,10,1849.495,1850.633
t_turn,19,1850.659,1852.072
p_stand,10,1852.1,1854.98
a_walk,4,1855.018,1856.275
p_stand,10,1856.283,1860.632
a_walk,4,1860.641,1864.164
t_turn,19,1864.21,1865.54
p_stand,10,1865.587,1868.155
t_turn,19,1868.174,1868.706
p_stand,10,1868.733,1869.797
a_walk,4,1869.852,1873.815
p_stand,10,1873.843,1879.99
t_turn,19,1880.022,1881.756
a_walk,4,1881.788,1888.843
p_stand,10,1888.871,1895.953
a_walk,4,1895.954,1897.073
t_turn,19,1897.109,1901.201
a_walk,4,1901.246,1903.467
a_descend,1,1903.504,1907.045
a_walk,4,1907.072,1908.109
t_turn,19,1908.145,1909.081
p_stand,10,1909.1,1912.807
t_turn,19,1912.834,1915.146
p_stand,10,1915.155,1923.421
a_walk,4,1923.458,1924.44
t_bend,11,1924.476,1925.081
p_bent,5,1925.137,1929.229
t_straighten,18,1929.255,1930.109
p_stand,10,1930.118,1938.788
t_bend,11,1938.834,1939.751
p_bent,5,1939.778,1942.549
t_straighten,18,1942.568,1943.439
p_stand,10,1943.476,1954.723
t_bend,11,1954.76,1955.531
p_bent,5,1955.559,1943.476
p_bent,5,1955.568,1957.284
t_straighten,18,1957.293,1958.219
p_stand,10,1958.247,1969.219
t_turn,19,1969.247,1970.467
a_walk,4,1970.476,1972.385
p_stand,10,1972.403,1974.201
t_turn,19,1974.21,1975.898
t_bend,11,1975.935,1977.504
p_bent,5,1977.531,1985.43
t_turn,19,1985.481,1986.033
p_stand,10,1986.103,2061.327
a_walk,4,2061.327,2067.034
p_stand,10,2067.1020000000003,2071.654
a_walk,4,2071.672,2074.051
a_descend,1,2074.1020000000003,2078.482
a_walk,4,2078.551,2085.1020000000003
t_turn,19,2085.103,2087.172
a_walk,4,2087.189,2089.275
p_stand,10,2089.31,2094.758
a_walk,4,2094.758,2096.758
p_stand,10,2096.827,2100.172
t_turn,19,2100.24,2102.1710000000003
t_bend,11,2102.206,2103.12
p_bent,5,2103.188,2104.413
t_stand_sit,17,2104.464,2105.723
p_sit,8,2105.775,2127.119
t_sit_stand,15,2127.206,2128.448
t_turn,19,2128.465,2133.965
p_stand,10,2134.02,2136.187
t_turn,19,2136.2070000000003,2138.061
a_walk,4,2138.144,2140.103
a_jump,2,2140.144,2141.374
a_jump,2,2141.415,2142.499
p_stand,10,2142.562,2144.499
a_walk,4,2144.561,2151.145
p_stand,10,2151.2070000000003,2154.248
a_walk,4,2154.311,2156.748
p_stand,10,2156.77,2159.978
