t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z
81.152,270.512634277,47.1900482178,307.0,159.0,232.0,8.0,833.869995117,549.385375977,2151.75024414,1124.64868164,-298.376190186,2181.75024414,535.699584961,833.31036377,2121.75024414
81.183,268.652770996,46.7885894775,305.0,161.0,228.0,8.0,819.49597168,552.185241699,2150.85693359,1108.89306641,-313.549102783,2180.85693359,505.725341797,832.959472656,2120.85693359
81.214,267.260437012,46.112121582,303.0,161.0,224.0,8.0,809.221679688,557.443847656,2151.4609375,1093.90087891,-313.635955811,2181.4609375,476.11239624,833.196716309,2121.4609375
81.261,265.92791748,46.2335510254,299.0,165.0,222.0,8.0,799.871398926,557.017089844,2153.3527832,1064.22436523,-344.533081055,2183.3527832,461.645294189,833.939697266,2123.3527832
81.292,263.480224609,46.2453842163,295.0,167.0,218.0,8.0,781.265686035,556.840087891,2153.01367188,1033.4387207,-359.789764404,2183.01367188,431.792633057,833.80657959,2123.01367188
81.308,261.580047607,46.4150085449,295.0,167.0,214.0,8.0,765.412109375,554.467529297,2148.78222656,1031.43554688,-359.092346191,2178.78222656,401.212585449,832.14465332,2118.78222656
81.37,261.38494873,46.3259658813,291.0,167.0,212.0,8.0,755.062744141,548.686035156,2123.80664062,989.401367188,-354.976043701,2153.80664062,381.798736572,822.335571289,2093.80664062
81.402,256.129150391,47.0036010742,287.0,167.0,208.0,8.0,731.672851562,555.601318359,2170.5378418,980.002258301,-362.677947998,2200.5378418,360.295288086,840.689086914,2140.5378418
81.433,253.970703125,48.3228683472,285.0,165.0,206.0,8.0,709.574401855,541.235107422,2153.33154297,957.027038574,-344.529724121,2183.33154297,342.507568359,833.931396484,2123.33154297
81.464,251.622085571,49.5724639893,283.0,161.0,204.0,8.0,687.899414062,528.770446777,2141.06689453,936.424560547,-312.141540527,2171.06689453,325.723510742,829.114501953,2111.06689453
81.495,248.562225342,48.4689254761,279.0,161.0,202.0,8.0,661.809570312,534.538818359,2131.03222656,901.784362793,-310.698822021,2161.03222656,309.440093994,825.173400879,2101.03222656
81.527,246.297088623,50.6858062744,277.0,161.0,200.0,8.0,642.110229492,515.745605469,2121.87060547,882.869567871,-309.381652832,2151.87060547,293.41973877,821.575195312,2091.87060547
81.558,243.795288086,50.9948959351,273.0,163.0,196.0,8.0,625.34387207,514.968261719,2128.16259766,855.179138184,-325.422149658,2158.16259766,264.87210083,824.046386719,2098.16259766
81.589,241.348449707,51.8961334229,271.0,163.0,194.0,8.0,607.124938965,508.277069092,2128.30688477,840.09942627,-325.443908691,2158.30688477,250.174118042,824.103027344,2098.30688477
81.62,236.538879395,53.4826126099,269.0,161.0,192.0,8.0,573.978149414,498.82522583,2138.546875,828.876464844,-311.77923584,2168.546875,236.607131958,828.124755859,2108.546875
81.652,233.514862061,53.2100830078,267.0,165.0,188.0,8.0,550.651000977,500.278747559,2136.02685547,812.722229004,-341.799041748,2166.02685547,206.783706665,827.135070801,2106.02685547
81.683,231.564941406,48.3955841064,265.0,163.0,186.0,8.0,530.546508789,530.839111328,2114.11523438,789.463317871,-323.303985596,2144.11523438,190.015762329,818.529296875,2084.11523438
81.73,228.942245483,47.6417617798,261.0,161.0,186.0,8.0,509.185913086,534.415283203,2106.18457031,756.579650879,-307.126403809,2136.18457031,189.292694092,815.414550781,2076.18457031
81.777,226.243133545,48.9334259033,259.0,165.0,182.0,8.0,490.821166992,526.559814453,2112.94335938,743.944213867,-338.156463623,2142.94335938,160.692199707,818.069030762,2082.94335938
81.808,223.679351807,49.5070037842,257.0,161.0,182.0,8.0,472.641906738,523.214233398,2116.6015625,730.159484863,-308.624084473,2146.6015625,160.974411011,819.50579834,2086.6015625
81.839,220.054016113,49.1041641235,255.0,163.0,178.0,8.0,446.508666992,527.118774414,2120.28027344,716.33001709,-324.233612061,2150.28027344,131.938446045,820.950622559,2090.28027344
81.87,217.844436646,49.263168335,253.0,165.0,176.0,8.0,431.013763428,527.07824707,2124.88305664,702.750427246,-340.040557861,2154.88305664,117.536941528,822.758361816,2094.88305664
81.902,215.516372681,51.2166519165,249.0,163.0,174.0,8.0,415.042266846,514.2265625,2131.94873047,674.729797363,-325.993041992,2161.94873047,103.191650391,825.53338623,2101.94873047
81.933,213.305770874,51.670463562,247.0,163.0,170.0,8.0,398.675598145,511.038757324,2132.80371094,659.82824707,-326.12197876,2162.80371094,73.738319397,825.869140625,2102.80371094
81.964,211.110076904,52.2857971191,245.0,165.0,166.0,8.0,381.42010498,505.331939697,2128.15136719,643.273010254,-340.556274414,2158.15136719,44.1451339722,824.041992188,2098.15136719
81.995,209.083953857,52.406829834,243.0,163.0,164.0,8.0,366.582855225,504.81854248,2129.79614258,628.615844727,-325.668487549,2159.79614258,29.4531135559,824.687927246,2099.79614258
82.027,206.686782837,53.7255477905,241.0,165.0,160.0,8.0,350.026763916,496.882080078,2138.02490234,615.805847168,-342.114318848,2168.02490234,0.0,827.91973877,2108.02490234
82.058,203.447555542,53.9323348999,239.0,165.0,156.0,8.0,326.904846191,497.101379395,2145.66308594,602.71673584,-343.319641113,2175.66308594,-29.6756725311,830.919616699,2115.66308594
82.105,199.722061157,55.4170227051,237.0,161.0,152.0,8.0,301.161560059,489.650054932,2162.08740234,591.892883301,-315.163726807,2192.08740234,-59.812171936,837.370239258,2132.08740234
82.12,197.278686523,56.1621665955,235.0,161.0,148.0,8.0,284.22869873,486.727020264,2174.2668457,579.722229004,-316.914825439,2204.2668457,-90.2307434082,842.153625488,2144.2668457
82.152,195.121566772,55.7927398682,233.0,165.0,142.0,8.0,268.831329346,491.462219238,2182.7878418,566.444152832,-349.17791748,2212.7878418,-135.883987427,845.500244141,2152.7878418
82.199,193.408782959,55.4783477783,231.0,165.0,138.0,8.0,256.18762207,494.769561768,2186.76953125,551.916564941,-349.806243896,2216.76953125,-166.387573242,847.064025879,2156.76953125
82.245,191.432815552,55.4969787598,227.0,161.0,134.0,8.0,241.349243164,495.270690918,2189.61669922,521.491638184,-319.121704102,2219.61669922,-196.899490356,848.182250977,2159.61669922
82.495,178.014968872,55.481918335,215.0,165.0,144.0,8.0,138.970748901,497.704345703,2199.86230469,430.066101074,-351.872283936,2229.86230469,-121.743774414,852.206176758,2169.86230469
82.527,176.230285645,53.836479187,215.0,171.0,142.0,8.0,124.298995972,506.710449219,2183.97070312,427.001159668,-395.946472168,2213.97070312,-135.958648682,845.96484375,2153.97070312
82.558,175.335693359,53.720993042,213.0,171.0,140.0,8.0,117.23475647,506.674163818,2180.00878906,410.737457275,-395.237915039,2210.00878906,-150.78729248,844.408813477,2150.00878906
82.589,174.861999512,53.9563598633,211.0,179.0,138.0,8.0,113.538970947,504.543395996,2178.57763672,394.982086182,-456.940002441,2208.57763672,-165.755599976,843.846679688,2148.57763672
82.62,174.50630188,54.5277252197,211.0,175.0,138.0,8.0,110.68712616,499.571807861,2175.93554688,394.50958252,-425.451477051,2205.93554688,-165.551757812,842.809020996,2145.93554688
82.652,173.932937622,54.6030578613,211.0,181.0,136.0,8.0,106.349304199,499.171264648,2176.6953125,394.64541626,-472.026855469,2206.6953125,-180.665847778,843.107421875,2146.6953125
82.683,172.801696777,55.0522613525,209.0,183.0,136.0,8.0,97.4306335449,494.301574707,2170.36865234,378.082000732,-486.105407715,2200.36865234,-180.133392334,840.622619629,2140.36865234
82.714,172.004776001,55.3695983887,209.0,187.0,134.0,8.0,91.3317871094,491.705291748,2169.56933594,377.944641113,-516.781433105,2199.56933594,-195.07170105,840.30871582,2139.56933594
82.745,170.266983032,55.9363861084,209.0,187.0,134.0,8.0,77.8361434937,485.6796875,2161.94189453,376.634063721,-514.989379883,2191.94189453,-194.376281738,837.313110352,2131.94189453
82.777,168.693084717,56.3115539551,207.0,189.0,132.0,8.0,65.6414489746,480.910736084,2153.32373047,359.840942383,-528.277038574,2183.32373047,-208.482086182,833.928283691,2123.32373047
82.808,167.958404541,56.5252914429,207.0,189.0,134.0,8.0,59.9451332092,478.110809326,2147.99560547,358.962799072,-526.987854004,2177.99560547,-193.104766846,831.835693359,2117.99560547
82.839,167.215927124,56.6753234863,207.0,189.0,132.0,8.0,54.0649414062,474.456512451,2136.62841797,357.089324951,-524.237426758,2166.62841797,-206.842849731,827.371276855,2106.62841797
82.87,166.137252808,56.9383468628,207.0,189.0,134.0,8.0,45.5793609619,468.33770752,2117.87011719,353.997711182,-519.698669434,2147.87011719,-190.358108521,820.00402832,2087.87011719
82.902,165.22845459,56.4535560608,207.0,183.0,132.0,8.0,38.6943130493,470.289337158,2110.47119141,352.778259277,-472.87286377,2140.47119141,-204.274551392,817.098083496,2080.47119141
82.933,165.167678833,57.6324615479,207.0,185.0,132.0,8.0,38.1577644348,460.516723633,2105.6796875,351.988555908,-486.792541504,2135.6796875,-203.804077148,815.216247559,2075.6796875
82.964,165.525177002,60.1928710938,205.0,185.0,132.0,8.0,40.5679244995,439.12677002,2093.83520508,335.141235352,-484.092803955,2123.83520508,-202.641113281,810.56439209,2063.83520508
82.995,165.250534058,59.4411735535,205.0,185.0,130.0,8.0,38.1941184998,440.52532959,2074.4309082,332.079223633,-479.669921875,2104.4309082,-215.074142456,802.94342041,2044.4309082
83.027,165.181991577,59.3159484863,205.0,183.0,130.0,8.0,37.5045700073,439.199432373,2063.91943359,330.420501709,-462.588653564,2093.91943359,-213.968338013,798.815063477,2033.91943359
83.074,164.917404175,59.6001968384,203.0,183.0,132.0,8.0,35.3949584961,434.750976562,2052.62963867,314.032714844,-460.094512939,2082.62963867,-198.595275879,794.381103516,2022.62963867
83.105,164.785247803,60.5027542114,203.0,183.0,132.0,8.0,34.2325439453,425.629394531,2040.04760742,312.135528564,-457.314880371,2070.04760742,-197.359893799,789.43951416,2010.04760742
83.136,164.180297852,60.3907699585,201.0,183.0,132.0,8.0,29.6802864075,423.227600098,2024.72485352,295.414703369,-453.929779053,2054.72485352,-195.855407715,783.421508789,1994.72485352
83.167,164.147720337,60.7791099548,201.0,183.0,132.0,8.0,29.3146400452,418.55255127,2015.48974609,294.086914062,-451.889587402,2045.48974609,-194.948638916,779.794494629,1985.48974609
83.199,163.303985596,62.1193695068,201.0,183.0,132.0,8.0,23.1878681183,406.215454102,2001.3762207,292.057769775,-448.771606445,2031.3762207,-193.56288147,774.251464844,1971.3762207
83.246,162.619354248,62.8077430725,201.0,183.0,130.0,8.0,18.3346614838,400.328979492,1996.11376953,291.301177979,-447.609039307,2026.11376953,-206.835174561,772.184631348,1966.11376953
83.277,161.968322754,63.1882514954,201.0,183.0,130.0,8.0,13.7534732819,396.966888428,1992.60705566,290.79699707,-446.834320068,2022.60705566,-206.466278076,770.807373047,1962.60705566
83.308,161.495193481,63.5146636963,199.0,181.0,130.0,8.0,10.3999996185,392.889770508,1983.53796387,275.371429443,-430.709197998,2013.53796387,-205.512191772,767.245544434,1953.53796387
83.339,161.409744263,63.5246658325,199.0,181.0,132.0,8.0,9.76254463196,391.094299316,1974.82312012,274.179595947,-428.845031738,2004.82312012,-190.955718994,763.822814941,1944.82312012
83.371,160.903076172,64.2943115234,199.0,183.0,128.0,8.0,6.23446846008,384.570983887,1968.71313477,273.343994141,-441.55569458,1998.71313477,-217.549468994,761.423095703,1938.71313477
83.402,160.559036255,65.3547668457,199.0,183.0,128.0,8.0,3.84037780762,375.396728516,1959.04199219,272.021362305,-439.419128418,1989.04199219,-216.464233398,757.624816895,1929.04199219
83.433,160.169540405,65.8129882812,197.0,183.0,128.0,8.0,1.16354370117,371.877441406,1957.08691406,257.817962646,-438.987213135,1987.08691406,-216.244842529,756.856994629,1927.08691406
83.464,159.289398193,66.2081604004,197.0,183.0,126.0,8.0,-4.87229156494,368.827545166,1955.29589844,257.585571289,-438.591552734,1985.29589844,-229.546600342,756.153564453,1925.29589844
83.496,158.454788208,66.923828125,195.0,185.0,122.0,8.0,-10.6172103882,364.688598633,1959.42272949,244.168487549,-453.455718994,1989.42272949,-257.102020264,757.774353027,1929.42272949
83.542,157.507919312,67.785736084,195.0,187.0,120.0,8.0,-17.1233386993,358.768890381,1959.43603516,244.170135498,-467.411315918,1989.43603516,-270.635559082,757.779602051,1929.43603516
83.574,156.896194458,68.3823928833,193.0,191.0,120.0,8.0,-21.3039150238,354.292358398,1957.35437012,229.976608276,-494.798278809,1987.35437012,-270.343597412,756.962036133,1927.35437012
83.589,155.131317139,69.9203872681,191.0,191.0,120.0,8.0,-33.5117225647,344.703826904,1962.86608887,216.637863159,-496.170562744,1992.86608887,-271.116699219,759.126708984,1932.86608887
83.636,154.339324951,69.9774169922,191.0,191.0,120.0,8.0,-38.9275970459,343.99786377,1961.0793457,216.443634033,-495.72567749,1991.0793457,-270.86605835,758.424987793,1931.0793457
83.683,153.370132446,70.1615905762,191.0,193.0,118.0,8.0,-45.6499633789,343.162109375,1963.54418945,216.711578369,-510.320739746,1993.54418945,-284.772399902,759.393005371,1933.54418945
83.714,152.125854492,70.4820632935,189.0,193.0,114.0,8.0,-54.3117904663,341.549316406,1966.96398926,203.077911377,-511.19619751,1996.96398926,-312.445251465,760.73614502,1936.96398926
83.746,151.227798462,70.6800613403,187.0,193.0,112.0,8.0,-60.5440788269,340.39666748,1968.19580078,189.189239502,-511.511474609,1998.19580078,-326.237121582,761.219970703,1938.19580078
83.777,147.115524292,71.8430480957,185.0,193.0,110.0,8.0,-88.5517120361,330.970214844,1959.90710449,174.448516846,-509.389709473,1989.90710449,-338.377044678,757.964538574,1929.90710449
83.808,144.35194397,72.3883972168,183.0,193.0,108.0,8.0,-107.399002075,326.777679443,1957.24487305,160.277877808,-508.708221436,1987.24487305,-351.42666626,756.919006348,1927.24487305
83.839,142.908798218,72.7277679443,183.0,193.0,106.0,8.0,-117.383979797,324.67010498,1958.58190918,160.38571167,-509.050476074,1988.58190918,-365.196258545,757.444091797,1928.58190918
83.871,140.995300293,72.3977813721,183.0,193.0,102.0,8.0,-130.170303345,326.045318604,1953.24291992,159.955093384,-507.683746338,1983.24291992,-391.162017822,755.347229004,1923.24291992
83.902,140.115386963,73.1226043701,183.0,193.0,100.0,8.0,-136.426574707,321.621673584,1956.53369141,160.22052002,-508.526153564,1986.53369141,-405.342712402,756.639709473,1926.53369141
83.933,139.325317383,73.0470733643,183.0,189.0,98.0,8.0,-141.321365356,320.945800781,1949.28161621,159.635604858,-478.907012939,1979.28161621,-417.277435303,753.791442871,1919.28161621
83.964,137.787353516,72.8044433594,181.0,187.0,98.0,8.0,-151.715759277,322.352905273,1947.76257324,145.642471313,-464.668670654,1977.76257324,-416.947174072,753.194885254,1917.76257324
84.011,137.358001709,73.1433868408,179.0,189.0,96.0,8.0,-154.671630859,320.0859375,1948.05517578,131.79119873,-478.610290527,1978.05517578,-430.462738037,753.309753418,1918.05517578
84.058,135.82232666,72.5563659668,177.0,189.0,94.0,8.0,-164.882171631,323.546875,1944.75463867,117.721763611,-477.811676025,1974.75463867,-443.150848389,752.013549805,1914.75463867
84.089,135.423629761,73.0154724121,177.0,193.0,94.0,8.0,-167.438919067,320.105804443,1942.87231445,117.609558105,-505.029052734,1972.87231445,-442.715209961,751.274230957,1912.87231445
84.121,134.005569458,72.7571563721,175.0,199.0,92.0,8.0,-176.658203125,321.062438965,1938.02355957,103.518043518,-545.195007324,1968.02355957,-454.974609375,749.369934082,1908.02355957
84.152,132.963134766,72.2917938232,173.0,199.0,92.0,8.0,-183.281356812,323.411132812,1933.15856934,89.493812561,-543.847290039,1963.15856934,-453.814544678,747.459228516,1903.15856934
84.183,132.249557495,71.0582275391,173.0,201.0,92.0,8.0,-188.397003174,332.264404297,1936.01928711,89.6242141724,-558.428039551,1966.01928711,-454.496673584,748.582702637,1906.01928711
84.214,131.429946899,71.5051269531,173.0,199.0,92.0,8.0,-192.944091797,327.503631592,1925.86523438,89.1613235474,-541.826782227,1955.86523438,-452.075408936,744.594787598,1895.86523438
84.246,131.151733398,71.5863494873,173.0,199.0,92.0,8.0,-194.187438965,325.888671875,1919.58300781,88.8749465942,-540.086486816,1949.58300781,-450.577392578,742.127441406,1889.58300781
84.277,131.442611694,71.5038833618,171.0,203.0,92.0,8.0,-192.401763916,326.736328125,1921.30358887,75.2683105469,-567.93347168,1951.30358887,-450.987701416,742.803161621,1891.30358887
84.308,131.654983521,71.6726379395,173.0,203.0,92.0,8.0,-190.912078857,325.499023438,1920.71179199,88.926399231,-567.761230469,1950.71179199,-450.846557617,742.570739746,1890.71179199
84.339,131.656188965,71.6663818359,173.0,203.0,92.0,8.0,-190.789123535,325.345397949,1919.55664062,88.8737411499,-567.424987793,1949.55664062,-450.571105957,742.11706543,1889.55664062
84.371,131.66645813,71.9051208496,173.0,203.0,92.0,8.0,-190.009857178,322.532958984,1912.40893555,88.5478973389,-565.344665527,1942.40893555,-448.866699219,739.309875488,1882.40893555
84.402,131.749679565,72.260269165,173.0,203.0,94.0,8.0,-189.110183716,319.573974609,1908.96057129,88.3907012939,-564.341003418,1938.96057129,-434.866668701,737.955505371,1878.96057129
84.433,131.802581787,72.8659362793,173.0,199.0,94.0,8.0,-187.999542236,314.255065918,1901.31005859,88.0419387817,-535.024353027,1931.31005859,-433.096038818,734.950805664,1871.31005859
84.48,132.983963013,73.1667022705,173.0,201.0,94.0,8.0,-178.970581055,310.25213623,1889.14599609,87.4874267578,-545.114196777,1919.14599609,-430.280792236,730.173400879,1859.14599609
84.527,133.097747803,73.1149597168,173.0,199.0,94.0,8.0,-178.111999512,310.41229248,1888.03552246,87.4367980957,-531.346984863,1918.03552246,-430.023773193,729.737243652,1858.03552246
84.558,133.026489258,73.0682830811,173.0,201.0,94.0,8.0,-178.553787231,310.669128418,1887.71813965,87.4223327637,-544.708618164,1917.71813965,-429.950317383,729.612609863,1857.71813965
84.589,133.137054443,73.0939331055,175.0,199.0,94.0,8.0,-177.927947998,310.684387207,1888.84326172,100.931159973,-531.570739746,1918.84326172,-430.210723877,730.054504395,1858.84326172
84.621,133.37399292,73.2231750488,175.0,201.0,94.0,8.0,-176.263320923,309.661132812,1887.82397461,100.877540588,-544.738708496,1917.82397461,-429.974822998,729.654174805,1857.82397461
84.652,133.775482178,73.0717163086,175.0,201.0,96.0,8.0,-173.305908203,310.127624512,1884.56567383,100.706161499,-543.813232422,1914.56567383,-416.213989258,728.374511719,1854.56567383
84.683,133.543579102,73.3687133789,175.0,199.0,96.0,8.0,-174.117279053,306.893707275,1876.79187012,100.29725647,-528.232177734,1906.79187012,-414.469329834,725.321350098,1846.79187012
84.714,133.410385132,73.4365158081,175.0,199.0,96.0,8.0,-174.552734375,305.675079346,1872.06152344,100.048439026,-526.92175293,1902.06152344,-413.407714844,723.463562012,1842.06152344
84.746,133.440460205,73.7088775635,175.0,199.0,96.0,8.0,-174.070526123,303.390686035,1869.00341797,99.8875808716,-526.074584961,1899.00341797,-412.721405029,722.262451172,1839.00341797
84.777,133.373855591,73.6645202637,175.0,199.0,96.0,8.0,-173.515457153,301.955932617,1858.38378906,99.3289871216,-523.132629395,1888.38378906,-410.33807373,718.091674805,1828.38378906
84.808,134.065460205,73.5191421509,175.0,201.0,96.0,8.0,-168.104705811,301.283508301,1848.44592285,98.8062591553,-533.553771973,1878.44592285,-408.107727051,714.188598633,1818.44592285
84.839,134.629348755,73.3746490479,173.0,199.0,98.0,8.0,-164.151885986,301.672912598,1845.09936523,85.4794769287,-519.452453613,1875.09936523,-394.626800537,712.874267578,1815.09936523
84.871,134.521972656,73.2920074463,175.0,201.0,98.0,8.0,-165.015487671,302.517089844,1846.98876953,98.7296142578,-533.139831543,1876.98876953,-395.037597656,713.616271973,1816.98876953
84.902,135.393234253,73.409362793,175.0,199.0,98.0,8.0,-159.637939453,302.259735107,1850.06567383,98.8914642334,-520.828308105,1880.06567383,-395.706573486,714.824768066,1820.06567383
84.933,135.402801514,73.5832748413,175.0,199.0,98.0,8.0,-159.50428772,300.996398926,1849.23596191,98.8478164673,-520.598449707,1879.23596191,-395.526153564,714.498901367,1819.23596191
84.98,135.492950439,73.5695877075,175.0,203.0,98.0,8.0,-158.845748901,300.944915771,1848.37451172,98.8025054932,-546.707214355,1878.37451172,-395.338867188,714.160522461,1818.37451172
85.027,135.358917236,73.6645812988,177.0,201.0,98.0,8.0,-159.310577393,299.569671631,1843.69995117,111.697547913,-532.205749512,1873.69995117,-394.322570801,712.324584961,1813.69995117
85.074,135.759918213,73.3988800049,177.0,201.0,100.0,8.0,-156.859268188,301.559020996,1845.36193848,111.796630859,-532.67779541,1875.36193848,-381.952178955,712.977355957,1815.36193848
85.183,135.289321899,72.5003738403,177.0,201.0,98.0,8.0,-159.521606445,306.637359619,1840.94335938,111.533226013,-531.422729492,1870.94335938,-393.723236084,711.242004395,1810.94335938
85.214,137.115951538,71.4297409058,177.0,201.0,100.0,8.0,-151.724517822,322.027770996,1890.7253418,114.500900269,-545.562805176,1920.7253418,-391.496612549,730.793701172,1860.7253418
85.246,136.182434082,73.1824417114,177.0,201.0,100.0,8.0,-156.36920166,307.370849609,1872.2310791,113.398384094,-540.309692383,1902.2310791,-387.605438232,723.530090332,1842.2310791
85.277,136.249649048,73.7852249146,177.0,199.0,100.0,8.0,-155.278488159,302.149536133,1864.43237305,112.933479309,-524.808288574,1894.43237305,-385.964569092,720.467163086,1834.43237305
85.308,136.05128479,73.6453704834,179.0,199.0,96.0,8.0,-156.182495117,302.303619385,1859.75500488,125.908050537,-523.512512207,1889.75500488,-410.645812988,718.630187988,1829.75500488
85.355,136.073989868,73.4246368408,177.0,201.0,100.0,8.0,-155.774200439,303.23651123,1856.65319824,112.469734192,-535.88494873,1886.65319824,-384.327850342,717.411987305,1826.65319824
85.371,135.979034424,73.5049438477,179.0,203.0,100.0,8.0,-156.32409668,302.581298828,1855.84118652,125.647293091,-548.880371094,1885.84118652,-384.156982422,717.093017578,1825.84118652
85.402,135.527801514,73.3651885986,179.0,203.0,100.0,8.0,-160.148330688,305.182495117,1866.18603516,126.336532593,-551.891296387,1896.18603516,-386.333557129,721.155944824,1836.18603516
85.449,136.072311401,73.7901153564,179.0,199.0,100.0,8.0,-156.718154907,302.658874512,1867.77270508,126.442245483,-525.733581543,1897.77270508,-386.667419434,721.77911377,1837.77270508
85.496,137.341842651,74.4260406494,177.0,201.0,102.0,8.0,-147.704696655,297.088989258,1858.98266602,112.608604431,-536.546630859,1888.98266602,-371.990692139,718.326843262,1828.98266602
85.527,136.984603882,73.2825927734,177.0,199.0,102.0,8.0,-149.762207031,303.992218018,1855.62072754,112.408187866,-522.3671875,1885.62072754,-371.306945801,717.006469727,1825.62072754
85.558,137.33404541,73.5225143433,179.0,203.0,102.0,8.0,-147.271728516,301.986663818,1852.89440918,125.450958252,-548.022766113,1882.89440918,-370.752441406,715.93572998,1822.89440918
85.589,137.361709595,72.3948364258,177.0,203.0,102.0,8.0,-147.600769043,310.383758545,1859.30432129,112.627784729,-549.888366699,1889.30432129,-372.056152344,718.453186035,1829.30432129
85.621,137.460296631,72.381362915,179.0,201.0,102.0,8.0,-146.906402588,310.362640381,1858.65148926,125.834526062,-536.452575684,1888.65148926,-371.923339844,718.196777344,1828.65148926
85.652,137.341629028,73.0953140259,177.0,203.0,100.0,8.0,-147.897293091,306.159545898,1861.38879395,112.752044678,-550.495056152,1891.38879395,-385.32421875,719.271850586,1831.38879395
85.683,136.81401062,73.4776153564,177.0,201.0,100.0,8.0,-152.193878174,305.375061035,1871.8762207,113.377235413,-540.208862305,1901.8762207,-387.530792236,723.39074707,1841.8762207
85.714,136.72668457,73.4219894409,177.0,201.0,100.0,8.0,-152.981704712,306.16973877,1874.50610352,113.534011841,-540.955871582,1904.50610352,-388.084106445,724.42364502,1844.50610352
85.746,135.824920654,73.0355834961,175.0,201.0,100.0,8.0,-159.023101807,308.930755615,1875.84863281,100.247642517,-541.337219238,1905.84863281,-388.366577148,724.950927734,1845.84863281
85.777,135.810562134,73.1036148071,175.0,201.0,100.0,8.0,-159.180938721,308.606140137,1876.59570312,100.286933899,-541.549438477,1906.59570312,-388.523742676,725.24432373,1846.59570312
