t,kitchen,living,study,stairs
24.333952,-89.0,-81.0,,-80.0
24.384,-89.0,-81.0,,-80.0
24.433856,-89.0,-82.0,,-79.0
24.483904000000003,-89.0,-82.0,,-79.0
24.533952,-89.0,-82.0,,-79.0
24.584,-89.0,-82.0,,-79.0
24.633856,-89.0,-86.0,,-80.0
24.683904,-89.0,-86.0,,-80.0
24.733952,-89.0,-86.0,,-80.0
24.784,-89.0,-86.0,,-80.0
24.833856,-88.0,-83.0,,-80.0
24.883904,-88.0,-83.0,,-80.0
24.933952,-88.0,-83.0,,-80.0
24.984,-88.0,-83.0,,-80.0
25.033856,-89.0,-83.0,,-79.0
25.083904,-89.0,-83.0,,-79.0
25.133952,-89.0,-83.0,,-79.0
25.184,-89.0,-83.0,,-79.0
25.234856,-89.0,-83.0,,-80.0
25.284904,-89.0,-83.0,,-80.0
25.334952,-89.0,-83.0,,-80.0
25.385,-89.0,-83.0,,-80.0
25.434856,-88.0,-84.0,,-80.0
25.484904,-88.0,-84.0,,-80.0
25.534952,-88.0,-84.0,,-80.0
25.585,-88.0,-84.0,,-80.0
25.634856,-89.0,-84.0,,-80.0
25.684904,-89.0,-84.0,,-80.0
25.734952,-89.0,-84.0,,-80.0
25.785,-89.0,-84.0,,-80.0
25.834856,,-85.0,,-80.0
25.884904,,-85.0,,-80.0
25.934952,,-85.0,,-80.0
25.985,,-85.0,,-80.0
26.034856,-100.0,-88.0,,-80.0
26.084904,-100.0,-88.0,,-80.0
26.134952,-100.0,-88.0,,-80.0
26.185,-100.0,-88.0,,-80.0
26.235856,-89.0,-89.0,,-81.0
26.285904,-89.0,-89.0,,-81.0
26.335952,-89.0,-89.0,,-81.0
26.386,-89.0,-89.0,,-81.0
26.435856,-90.0,-90.0,,-82.0
26.485904,-90.0,-90.0,,-82.0
26.535952,-90.0,-90.0,,-82.0
26.586,-90.0,-90.0,,-82.0
26.635856,-93.0,-94.0,,-85.0
26.685904,-93.0,-94.0,,-85.0
26.735952,-93.0,-94.0,,-85.0
26.786,-93.0,-94.0,,-85.0
26.835856,-91.0,-87.0,,-89.0
26.885904,-91.0,-87.0,,-89.0
26.935952,-91.0,-87.0,,-89.0
26.986,-91.0,-87.0,,-89.0
27.035856,-93.0,,,-88.0
27.085904,-93.0,,,-88.0
27.135952000000003,-93.0,,,-88.0
27.186,-93.0,,,-88.0
27.236856,-92.0,-97.0,,-84.0
27.286904,-92.0,-97.0,,-84.0
27.336952,-92.0,-97.0,,-84.0
27.387,-92.0,-97.0,,-84.0
27.436856,-91.0,-83.0,,-84.0
27.486904,-91.0,-83.0,,-84.0
27.536952000000003,-91.0,-83.0,,-84.0
27.587,-91.0,-83.0,,-84.0
27.636856,-93.0,-84.0,,-84.0
27.686904,-93.0,-84.0,,-84.0
27.736952,-93.0,-84.0,,-84.0
27.787,-93.0,-84.0,,-84.0
27.836856,-100.0,-84.0,,-83.0
27.886904,-100.0,-84.0,,-83.0
27.936952,-100.0,-84.0,,-83.0
27.987,-100.0,-84.0,,-83.0
28.036856,-92.0,-84.0,,-84.0
28.086904,-92.0,-84.0,,-84.0
28.136952,-92.0,-84.0,,-84.0
28.187,-92.0,-84.0,,-84.0
28.237856,-93.0,-84.0,,-84.0
28.337952,-93.0,-84.0,,-84.0
28.388,-93.0,-84.0,,-84.0
28.437856,-92.0,-84.0,,-83.0
28.487904,-92.0,-84.0,,-83.0
28.588,-92.0,-84.0,,-83.0
28.637856,-94.0,-84.0,,-84.0
28.687904,-94.0,-84.0,,-84.0
28.737952000000003,-94.0,-84.0,,-84.0
28.788,-94.0,-84.0,,-84.0
28.837856,-92.0,-84.0,,-83.0
28.887904,-92.0,-84.0,,-83.0
28.937952000000003,-92.0,-84.0,,-83.0
28.988000000000003,-92.0,-84.0,,-83.0
29.037856,-92.0,-84.0,,-83.0
29.087904,-92.0,-84.0,,-83.0
29.137952,-92.0,-84.0,,-83.0
29.188,-92.0,-84.0,,-83.0
29.237856,-92.0,-85.0,,-83.0
29.287904,-92.0,-85.0,,-83.0
29.337952,-92.0,-85.0,,-83.0
29.388,-92.0,-85.0,,-83.0
29.438856,-91.0,-87.0,,-84.0
29.488904,-91.0,-87.0,,-84.0
29.538952,-91.0,-87.0,,-84.0
29.589,-91.0,-87.0,,-84.0
29.638856,-89.0,-89.0,,-86.0
29.688904,-89.0,-89.0,,-86.0
29.738952,-89.0,-89.0,,-86.0
29.789,-89.0,-89.0,,-86.0
29.838856,-105.0,-96.0,,-87.0
29.888904,-105.0,-96.0,,-87.0
29.938952,-105.0,-96.0,,-87.0
29.989,-105.0,-96.0,,-87.0
30.038856,-100.0,-89.0,,-83.0
30.088904,-100.0,-89.0,,-83.0
30.138952000000003,-100.0,-89.0,,-83.0
30.189,-100.0,-89.0,,-83.0
30.238856,-93.0,-87.0,,-80.0
30.288904,-93.0,-87.0,,-80.0
30.338952000000003,-93.0,-87.0,,-80.0
30.389,-93.0,-87.0,,-80.0
30.439856,-91.0,-84.0,,-79.0
30.489904,-91.0,-84.0,,-79.0
30.539952000000003,-91.0,-84.0,,-79.0
30.59,-91.0,-84.0,,-79.0
30.639856,-86.0,-80.0,,-79.0
30.689904,-86.0,-80.0,,-79.0
30.739952,-86.0,-80.0,,-79.0
30.79,-86.0,-80.0,,-79.0
30.839856,-86.0,-79.0,,-79.0
30.889904,-86.0,-79.0,,-79.0
30.939952,-86.0,-79.0,,-79.0
30.99,-86.0,-79.0,,-79.0
31.039856,,-77.0,,-80.0
31.089904,,-77.0,,-80.0
31.139952,,-77.0,,-80.0
31.19,,-77.0,,-80.0
31.239856,-98.0,-77.0,,-78.0
31.289904,-98.0,-77.0,,-78.0
31.339952,-98.0,-77.0,,-78.0
31.39,-98.0,-77.0,,-78.0
31.440856,-89.0,-84.0,,-79.0
31.490904,-89.0,-84.0,,-79.0
31.540952,-89.0,-84.0,,-79.0
31.591,-89.0,-84.0,,-79.0
31.640856,,-84.0,,-90.0
31.690904,,-84.0,,-90.0
31.740952000000004,,-84.0,,-90.0
31.791,,-84.0,,-90.0
31.840856,-101.0,-87.0,,-88.0
31.890904,-101.0,-87.0,,-88.0
31.940952000000003,-101.0,-87.0,,-88.0
31.991,-101.0,-87.0,,-88.0
32.040856,-93.0,-79.0,,-87.0
32.090903999999995,-93.0,-79.0,,-87.0
32.140952,-93.0,-79.0,,-87.0
32.191,-93.0,-79.0,,-87.0
32.240856,-98.0,-79.0,,-84.0
32.290904,-98.0,-79.0,,-84.0
32.340952,-98.0,-79.0,,-84.0
32.391,-98.0,-79.0,,-84.0
32.441856,-99.0,-77.0,,-85.0
32.491904,-99.0,-77.0,,-85.0
32.541952,-99.0,-77.0,,-85.0
32.592,-99.0,-77.0,,-85.0
32.641856,-95.0,-79.0,,-89.0
32.691904,-95.0,-79.0,,-89.0
32.741952000000005,-95.0,-79.0,,-89.0
32.792,-95.0,-79.0,,-89.0
32.841856,,-81.0,,
32.891904,,-81.0,,
32.941952,,-81.0,,
32.992,,-81.0,,
33.041856,-97.0,-87.0,,-93.0
33.091904,-97.0,-87.0,,-93.0
33.141952,-97.0,-87.0,,-93.0
33.192,-97.0,-87.0,,-93.0
33.241856,-95.0,-99.0,,-94.0
33.291903999999995,-95.0,-99.0,,-94.0
33.341952,-95.0,-99.0,,-94.0
33.392,-95.0,-99.0,,-94.0
33.442856,-97.0,-96.0,,-91.0
33.492904,-97.0,-96.0,,-91.0
33.542952,-97.0,-96.0,,-91.0
33.593,-97.0,-96.0,,-91.0
33.642856,-90.0,-85.0,,
33.692904,-90.0,-85.0,,
33.742952,-90.0,-85.0,,
33.793,-90.0,-85.0,,
33.842856,-100.0,-85.0,,
33.892903999999994,-100.0,-85.0,,
33.942952000000005,-100.0,-85.0,,
33.993,-100.0,-85.0,,
34.042856,-97.0,-95.0,,-102.0
34.092904,-97.0,-95.0,,-102.0
34.142952,-97.0,-95.0,,-102.0
34.193000000000005,-97.0,-95.0,,-102.0
34.242856,-93.0,-81.0,,-95.0
34.292904,-93.0,-81.0,,-95.0
34.342952000000004,-93.0,-81.0,,-95.0
34.393,-93.0,-81.0,,-95.0
34.442856,-98.0,-83.0,,-94.0
